,Município,Região,UF,Reg_Metropolitana,Mun_Reg_Geog_Imediata,Mun_Reg_Geog_Intermediária,Tipo_Conc_Urbana,Hierarquia_Urbana,Hier_Urbana_princ_categ,Região_rural,Amazônia_Legal,Semiárido,Cid_Região_São_Paulo,PIB_per_capita,VAB_Indústria/Total,VAB_Serviço/Total,VAB_Adm/Total,VAB_Agricultura/Total,População,Imposto_Prod_Percapita,Capag_real,Capag_predito
108,Lábrea,Norte,Amazonas,Não,Polo,Polo,,Centro de Zona B,Centro de Zona,Região Rural de Centro de zona,Sim,Não,Não,10941,0.03731488596368174,0.1902992184015862,0.365875157816717,0.4065065503097709,45245,385.8105868051719,,1
109,Manacapuru,Norte,Amazonas,Sim,Polo,do Entorno,,Centro Local,Centro Local,Região Rural de Metrópole,Sim,Não,Não,14839,0.08230372365261714,0.2195652582444667,0.2810715168546635,0.4170580556748154,96236,463.3920778087202,,0
110,Manaquiri,Norte,Amazonas,Sim,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Metrópole,Sim,Não,Não,8834,0.03527366990262417,0.1321221394457525,0.4552338579694429,0.3773629050827063,31147,189.0069669631104,0,0
111,Manaus,Norte,Amazonas,Sim,Polo,Polo,Grande concentração urbana,Núcleo de Metrópole,Metrópole,Região Rural de Metrópole,Sim,Não,Não,36445,0.4179405456640088,0.4375424205470153,0.141211607685039,0.003305394473367788,2145444,6974.010041744273,0,0
112,Manicoré,Norte,Amazonas,Não,Polo,do Entorno,,Centro Local,Centro Local,Região Rural de Centro de zona,Sim,Não,Não,9633,0.0708130988254346,0.2182150762359796,0.4301171820625376,0.2808526823262316,54907,344.09091736937,1,1
113,Maraã,Norte,Amazonas,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Metrópole,Sim,Não,Não,7062,0.03201236427042879,0.1341444083379567,0.699239121819767,0.1345882539430927,18186,124.9862531617728,1,1
114,Maués,Norte,Amazonas,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Sim,Não,Não,7988,0.05429560333229085,0.2582504423534251,0.5720600551183912,0.1153897012986195,62755,396.2871484343877,0,0
115,Nhamundá,Norte,Amazonas,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Metrópole,Sim,Não,Não,7250,0.0458663685261816,0.2255278245515963,0.5903590638570562,0.1382331085917634,20899,231.6378774104024,0,1
116,Nova Olinda do Norte,Norte,Amazonas,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Sim,Não,Não,6718,0.04521038495971352,0.193082271438014,0.6466377730737373,0.1150653870932655,36721,208.954004520574,1,1
117,Novo Airão,Norte,Amazonas,Sim,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Metrópole,Sim,Não,Não,7168,0.05409515698545347,0.2538533484400307,0.6093575344653218,0.08267875202457627,18974,237.7463897965637,1,1
118,Novo Aripuanã,Norte,Amazonas,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Centro de zona,Sim,Não,Não,7900,0.06981671951125203,0.1743613538524992,0.5195164075993092,0.2362952078983322,25237,214.4470420414471,1,1
119,Parintins,Norte,Amazonas,Não,Polo,Polo,Média concentração urbana,Centro Subregional B,Centro Subregional,Região Rural de Metrópole,Sim,Não,Não,9890,0.05831870198579166,0.2685065955286353,0.4263405282576933,0.2468332417999961,113168,414.1718506998445,1,1
120,Pauini,Norte,Amazonas,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Sim,Não,Não,8119,0.03426612992384582,0.1731580898372213,0.5677551100040971,0.2248076635428928,19329,163.950540638419,,1
121,Presidente Figueiredo,Norte,Amazonas,Sim,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Metrópole,Sim,Não,Não,23264,0.4063620813331126,0.1900234759446811,0.2755840142862159,0.1280291743791164,35352,707.6261597646526,1,1
122,Rio Preto da Eva,Norte,Amazonas,Sim,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Metrópole,Sim,Não,Não,11769,0.1024582114956575,0.190857809976869,0.3448069872997861,0.3618742635185266,32577,516.1924056849924,1,1
123,Santa Isabel do Rio Negro,Norte,Amazonas,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Metrópole,Sim,Não,Não,5628,0.02840263913730787,0.1452490333306121,0.7114315612916633,0.1149019229484715,24436,114.8305778359797,1,1
124,Santo Antônio do Içá,Norte,Amazonas,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Centro Sub-regional,Sim,Não,Não,8252,0.03404765421718233,0.1692213296367417,0.5895306161869809,0.2071890374848027,21966,238.9602112355458,1,1
125,São Gabriel da Cachoeira,Norte,Amazonas,Não,Polo,do Entorno,,Centro Local,Centro Local,Região Rural de Metrópole,Sim,Não,Não,7344,0.04734133351268083,0.2987544956972614,0.6175863029755672,0.03631146254679848,44816,377.1867190289183,1,1
126,São Paulo de Olivença,Norte,Amazonas,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Centro Sub-regional,Sim,Não,Não,6519,0.03940274250888776,0.1661432199085831,0.6874393092940579,0.1070106653123413,38515,128.9887056990783,1,1
127,São Sebastião do Uatumã,Norte,Amazonas,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Metrópole,Sim,Não,Não,8561,0.04564544553847773,0.1898766363006672,0.5042480250409898,0.2602211252663236,13685,227.6214833759591,0,0
128,Silves,Norte,Amazonas,Sim,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Metrópole,Sim,Não,Não,11130,0.03715023502592346,0.1586778026589199,0.4422219532369021,0.3619298351792451,9110,247.9692645444566,0,0
129,Tabatinga,Norte,Amazonas,Não,Polo,do Entorno,,Centro de Zona A,Centro de Zona,Região Rural de Centro Sub-regional,Sim,Não,Não,8274,0.05478446590259604,0.3437656047889781,0.5443552025990434,0.0570907158399262,64488,542.193896538891,0,0
130,Tapauá,Norte,Amazonas,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Centro de zona,Sim,Não,Não,14307,0.03189145356551939,0.1332052815228609,0.3648207001621808,0.4700825647494389,17299,193.0747442048673,1,1
131,Tefé,Norte,Amazonas,Não,Polo,Polo,,Centro Subregional B,Centro Subregional,Região Rural de Centro Sub-regional,Sim,Não,Não,15530,0.2392165908988612,0.2722768600621146,0.3098764459648017,0.1786278525453482,60154,756.8906473384978,1,1
132,Tonantins,Norte,Amazonas,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Centro Sub-regional,Sim,Não,Não,7191,0.03752299390136857,0.1688229412348393,0.6566981902559288,0.1369482417775335,18610,151.4777001612036,,1
133,Uarini,Norte,Amazonas,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Centro Sub-regional,Sim,Não,Não,14026,0.03779952011044033,0.1780631306767758,0.3474049807715485,0.4367268902499151,13387,390.1546276238141,1,1
134,Urucará,Norte,Amazonas,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Metrópole,Sim,Não,Não,20171,0.02356186143015019,0.1148355995283934,0.2400976459687176,0.6214987363281791,16383,343.4657877067692,1,1
135,Urucurituba,Norte,Amazonas,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Metrópole,Sim,Não,Não,7381,0.0452361318643164,0.222937992522646,0.5857632667232945,0.1460564087620205,22537,224.608421706527,1,1
136,Amajari,Norte,Roraima,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Metrópole,Sim,Não,Não,13690,0.02641401262473947,0.08652783832689356,0.6944621944592084,0.192578038686406,12394,180.3291915442956,,1
137,Alto Alegre,Norte,Roraima,Sim,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Metrópole,Sim,Não,Não,17912,0.04104297790773936,0.1239587070030691,0.5443747531515079,0.2906199384735795,15638,264.3560557616063,1,1
138,Boa Vista,Norte,Roraima,Sim,Polo,Polo,Média concentração urbana,Capital Regional C,Capital Regional,Região Rural de Capital Regional,Sim,Não,Não,26752,0.1301189219819525,0.4519946804129599,0.4074324865994507,0.01045369136950814,375374,2494.269715004236,1,1
139,Bonfim,Norte,Roraima,Sim,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Sim,Não,Não,22953,0.0482081233665911,0.1214642563206607,0.439291335171896,0.3910326753974327,12257,351.7173859835196,1,1
140,Cantá,Norte,Roraima,Sim,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Sim,Não,Não,15025,0.07342710587480965,0.1145387513023964,0.6930672437284604,0.1189628917207662,17868,1059.883590776808,1,1
141,Caracaraí,Norte,Roraima,Sim,Polo,do Entorno,,Centro Local,Centro Local,Região Rural de Metrópole,Sim,Não,Não,16093,0.05502416949501183,0.1823511261956186,0.6535473800751402,0.1090712742980562,21564,763.0773511407903,1,1
142,Caroebe,Norte,Roraima,Sim,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Metrópole,Sim,Não,Não,17928,0.04896666111879523,0.1365465074236259,0.5519137286861301,0.2625673635941024,9950,416.9849246231156,1,1
143,Iracema,Norte,Roraima,Sim,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Metrópole,Sim,Não,Não,13783,0.03111760409057706,0.1161812811636548,0.7066852986946994,0.1460031123955918,11600,211.8965517241379,,1
144,Mucajaí,Norte,Roraima,Sim,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Metrópole,Sim,Não,Não,17661,0.07482340387939845,0.2029738128479524,0.5806556661458568,0.1415401883922911,17528,1193.176631675034,1,1
145,Normandia,Norte,Roraima,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Sim,Não,Não,13897,0.03051763591888266,0.09874667929193298,0.7186669822983245,0.1520621268313212,11045,128.2933454051607,,1
146,Pacaraima,Norte,Roraima,Não,Polo,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Sim,Não,Não,13123,0.03837396230051067,0.1838065631798612,0.7418949140680863,0.03591441800082154,15580,466.3029525032093,,1
147,Rorainópolis,Norte,Roraima,Sim,Polo,do Entorno,,Centro Local,Centro Local,Região Rural de Metrópole,Sim,Não,Não,18536,0.07322260849248519,0.2378939184589293,0.5734099249525666,0.1154695197850493,29533,1724.782446754478,1,1
148,São João da Baliza,Norte,Roraima,Sim,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Metrópole,Sim,Não,Não,22072,0.08456168586887541,0.2243877864792898,0.5174717200860992,0.1735722650755331,8052,3090.16393442623,1,1
149,São Luiz,Norte,Roraima,Sim,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Metrópole,Sim,Não,Não,17693,0.05412043831699657,0.1446963187151624,0.5691048873409732,0.2320631468483609,7860,962.9770992366413,0,0
150,Uiramutã,Norte,Roraima,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Sim,Não,Não,10754,0.01252497729336966,0.05954586739327884,0.8830971843778384,0.04482288828337875,10325,91.23486682808716,1,1
151,Abaetetuba,Norte,Pará,Não,Polo,do Entorno,Média concentração urbana,Centro Subregional B,Centro Subregional,Região Rural de Metrópole,Sim,Não,Não,9046,0.05027694897158877,0.4010708337183559,0.4262387099286951,0.1224119800190462,156292,667.9164640544622,1,1
152,Abel Figueiredo,Norte,Pará,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Sim,Não,Não,11136,0.09042573935651609,0.3032434189145272,0.4047578810529737,0.2015469613259669,7382,715.7951774586833,,1
153,Acará,Norte,Pará,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Metrópole,Sim,Não,Não,16467,0.04593248911186829,0.1341531850579955,0.2663266081792898,0.5535865997728472,55513,352.8903139805091,,1
154,Afuá,Norte,Pará,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Metrópole,Sim,Não,Não,9207,0.04875360571748396,0.1450266213171453,0.4887501614500366,0.3174667412924614,38863,242.8530993489952,1,1
155,Água Azul do Norte,Norte,Pará,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Sim,Não,Não,15529,0.2181203519543411,0.1388873875821515,0.2532914648910412,0.3896953908682117,27241,1945.523292096472,1,1
156,Alenquer,Norte,Pará,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Centro de zona,Sim,Não,Não,10034,0.03882882817384729,0.2235161327846684,0.4003642417809315,0.3372871621130386,56480,293.6968838526912,,1
157,Almeirim,Norte,Pará,Não,Polo,do Entorno,,Centro de Zona A,Centro de Zona,Região Rural de Centro de zona,Sim,Não,Não,17327,0.3087889092335862,0.2664715114400455,0.3045575541228785,0.1201781785170254,34142,2098.763985706754,,1
158,Altamira,Norte,Pará,Não,Polo,Polo,,Centro Subregional B,Centro Subregional,Região Rural de Capital Regional,Sim,Não,Não,24049,0.2785823329958701,0.46226156615083,0.165144868148291,0.0940108309630558,113195,2059.684615044834,,1
159,Anajás,Norte,Pará,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Metrópole,Sim,Não,Não,7166,0.04703640405934754,0.1801852215954063,0.5995503057618334,0.1732230271681867,28859,293.1841020132367,,1
160,Ananindeua,Norte,Pará,Sim,do Entorno,do Entorno,Grande concentração urbana,Integrante de Metrópole,Metrópole,Região Rural de Metrópole,Sim,Não,Não,14314,0.1529918329486325,0.5956598959928994,0.2498274982749827,0.001520469750152047,525566,1757.195100139659,0,0
161,Anapu,Norte,Pará,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Sim,Não,Não,13582,0.05744165830042938,0.3282033420069018,0.3311625020854615,0.2831895706437271,27161,1003.865837045764,,1
162,Augusto Corrêa,Norte,Pará,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Metrópole,Sim,Não,Não,6719,0.03778234224300511,0.18925124467588,0.6287117562620391,0.1442479333842073,45516,184.0671412250637,,1
163,Aurora do Pará,Norte,Pará,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Metrópole,Sim,Não,Não,8442,0.05103780285691737,0.1699629074264068,0.4912832452055876,0.2877081524741536,30896,240.225271879855,,1
164,Aveiro,Norte,Pará,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Sim,Não,Não,7212,0.0287478377035984,0.1106924486615171,0.5629164026238718,0.2976347474609074,16371,79.71412864211105,,1
165,Bagre,Norte,Pará,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Metrópole,Sim,Não,Não,6929,0.03155298312452683,0.1222165237990573,0.5299142794343908,0.3163064449165995,30009,106.6346762637875,,1
166,Baião,Norte,Pará,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Metrópole,Sim,Não,Não,7471,0.03081769012383323,0.1902170856116024,0.5449580068266661,0.234004257044995,46416,194.1787314719062,,1
167,Bannach,Norte,Pará,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Sim,Não,Não,23608,0.02204889558891001,0.12391689060759,0.2450809464508095,0.6089270498787441,3310,561.0271903323263,,1
168,Barcarena,Norte,Pará,Não,do Entorno,do Entorno,,Integrante de Metrópole,Metrópole,Região Rural de Metrópole,Sim,Não,Não,38739,0.5207056373534635,0.3090177342415282,0.1464977549729009,0.02377832294425127,122294,9031.064483948518,0,0
169,Belém,Norte,Pará,Sim,Polo,Polo,Grande concentração urbana,Núcleo de Metrópole,Metrópole,Região Rural de Metrópole,Sim,Não,Não,21191,0.1423784859074762,0.6701247375109634,0.184905260275062,0.002591478933530982,1485732,3181.960138167583,1,1
170,Belterra,Norte,Pará,Sim,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Sim,Não,Não,9032,0.05667098656489942,0.2174558621453179,0.4893750040702559,0.2364851224007346,17624,319.9046754425783,1,1
171,Benevides,Norte,Pará,Sim,do Entorno,do Entorno,Grande concentração urbana,Integrante de Metrópole,Metrópole,Região Rural de Metrópole,Sim,Não,Não,25772,0.3552777583358171,0.4644394306030791,0.1774265467434104,0.002855477901306316,61689,5159.396326735723,,0
172,Bom Jesus do Tocantins,Norte,Pará,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Sim,Não,Não,10451,0.1073462735220033,0.229971847681138,0.3765713439028004,0.2860986812861165,16841,432.9315361320586,,1
173,Bonito,Norte,Pará,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Metrópole,Sim,Não,Não,9464,0.2677193381044341,0.1792873641561589,0.4083910787988943,0.1445870725888901,16038,1231.450305524379,,1
174,Bragança,Norte,Pará,Não,Polo,do Entorno,Média concentração urbana,Centro Subregional B,Centro Subregional,Região Rural de Metrópole,Sim,Não,Não,8920,0.06953089476197302,0.3906881418906412,0.4001695412419038,0.139609523547342,126436,588.4400012654623,,0
175,Brasil Novo,Norte,Pará,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Sim,Não,Não,16581,0.04748527108345196,0.2907108093240446,0.2751315419275459,0.3866681784015084,15190,904.2791310072415,,1
176,Brejo Grande do Araguaia,Norte,Pará,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Sim,Não,Não,10576,0.04278468476908047,0.2370354509321093,0.4081206589671186,0.3120324398110354,7392,467.5324675324675,1,1
177,Breu Branco,Norte,Pará,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Sim,Não,Não,8800,0.1144238378364914,0.2548031876265824,0.4597628249468761,0.1710101495900501,64738,739.2412493435077,1,1
178,Breves,Norte,Pará,Não,Polo,Polo,,Centro Subregional B,Centro Subregional,Região Rural de Metrópole,Sim,Não,Não,7986,0.04762962771591702,0.3102914201565608,0.580515152298034,0.06156250807347508,101891,388.9156058925715,,1
179,Bujaru,Norte,Pará,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Metrópole,Sim,Não,Não,15721,0.04599791458779473,0.1314706640804565,0.2566626677579577,0.5658642688163604,28832,254.1273584905661,,1
180,Cachoeira do Piriá,Norte,Pará,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Metrópole,Sim,Não,Não,5408,0.03021848970566332,0.1483484378043331,0.6386441493566756,0.1827831945096871,33178,146.964856230032,1,1
181,Cachoeira do Arari,Norte,Pará,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Metrópole,Sim,Não,Não,7811,0.03224833732598462,0.1526309617543095,0.4878852350080132,0.3272298817840171,23466,180.218188016705,,1
182,Cametá,Norte,Pará,Não,Polo,do Entorno,Média concentração urbana,Centro Subregional B,Centro Subregional,Região Rural de Metrópole,Sim,Não,Não,8333,0.03388296453791889,0.2448863657120729,0.4598097022967972,0.2614200541411396,136390,305.6749028521152,,1
183,Canaã dos Carajás,Norte,Pará,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Sim,Não,Não,197137,0.7815563009056857,0.1699379496739708,0.03909169093682297,0.009413913867662896,36050,5324.327323162275,,0
