,Município,UF,Capag_real,Capag_predito
3535,Itatinga,São Paulo,0,0
3536,Itirapina,São Paulo,,1
3537,Itirapuã,São Paulo,,0
3538,Itobi,São Paulo,0,0
3539,Itu,São Paulo,0,0
3540,Itupeva,São Paulo,1,1
3541,Ituverava,São Paulo,,0
3542,Jaborandi,São Paulo,0,0
3543,Jaboticabal,São Paulo,1,1
3544,Jacareí,São Paulo,0,0
3545,Jaci,São Paulo,0,0
3546,Jacupiranga,São Paulo,0,0
3547,Jaguariúna,São Paulo,,1
3548,Jales,São Paulo,1,1
3549,Jambeiro,São Paulo,0,0
3550,Jandira,São Paulo,0,0
3551,Jardinópolis,São Paulo,0,0
3552,Jarinu,São Paulo,1,1
3553,Jaú,São Paulo,1,1
3554,Jeriquara,São Paulo,1,1
3555,Joanópolis,São Paulo,1,1
3556,João Ramalho,São Paulo,0,0
3557,José Bonifácio,São Paulo,0,0
3558,Júlio Mesquita,São Paulo,1,1
3559,Jumirim,São Paulo,0,0
3560,Jundiaí,São Paulo,0,0
3561,Junqueirópolis,São Paulo,0,0
3562,Juquiá,São Paulo,1,1
3563,Juquitiba,São Paulo,1,1
3564,Lagoinha,São Paulo,0,0
3565,Laranjal Paulista,São Paulo,1,1
3566,Lavínia,São Paulo,0,0
3567,Lavrinhas,São Paulo,1,1
3568,Leme,São Paulo,1,1
3569,Lençóis Paulista,São Paulo,0,0
3570,Limeira,São Paulo,1,1
3571,Lindóia,São Paulo,1,1
3572,Lins,São Paulo,0,0
3573,Lorena,São Paulo,0,0
3574,Lourdes,São Paulo,1,0
3575,Louveira,São Paulo,0,0
3576,Lucélia,São Paulo,1,1
3577,Lucianópolis,São Paulo,0,1
3578,Luís Antônio,São Paulo,1,1
3579,Luiziânia,São Paulo,0,0
3580,Lupércio,São Paulo,,1
3581,Lutécia,São Paulo,,1
3582,Macatuba,São Paulo,0,0
3583,Macaubal,São Paulo,1,1
3584,Macedônia,São Paulo,0,0
3585,Magda,São Paulo,1,1
3586,Mairinque,São Paulo,,1
3587,Mairiporã,São Paulo,1,1
3588,Manduri,São Paulo,0,0
3589,Marabá Paulista,São Paulo,1,1
3590,Maracaí,São Paulo,0,0
3591,Marapoama,São Paulo,0,0
3592,Mariápolis,São Paulo,0,1
3593,Marília,São Paulo,1,1
3594,Marinópolis,São Paulo,0,0
3595,Martinópolis,São Paulo,1,1
3596,Matão,São Paulo,1,1
3597,Mauá,São Paulo,1,1
3598,Mendonça,São Paulo,0,0
3599,Meridiano,São Paulo,0,0
3600,Mesópolis,São Paulo,0,1
3601,Miguelópolis,São Paulo,1,1
3602,Mineiros do Tietê,São Paulo,0,0
3603,Miracatu,São Paulo,1,1
3604,Mira Estrela,São Paulo,0,0
3605,Mirandópolis,São Paulo,0,0
3606,Mirante do Paranapanema,São Paulo,0,0
3607,Mirassol,São Paulo,0,0
3608,Mirassolândia,São Paulo,0,0
3609,Mococa,São Paulo,1,1
3610,Mogi das Cruzes,São Paulo,0,0
3611,Mogi Guaçu,São Paulo,0,0
3612,Mogi Mirim,São Paulo,0,0
3613,Mombuca,São Paulo,0,0
3614,Monções,São Paulo,,1
3615,Mongaguá,São Paulo,1,1
3616,Monte Alegre do Sul,São Paulo,1,1
3617,Monte Alto,São Paulo,1,1
3618,Monte Aprazível,São Paulo,,0
3619,Monte Azul Paulista,São Paulo,1,1
3620,Monte Castelo,São Paulo,0,1
3621,Monteiro Lobato,São Paulo,0,0
3622,Monte Mor,São Paulo,0,0
3623,Morro Agudo,São Paulo,1,1
3624,Morungaba,São Paulo,1,1
3625,Motuca,São Paulo,1,1
3626,Murutinga do Sul,São Paulo,1,1
3627,Nantes,São Paulo,,0
3628,Narandiba,São Paulo,,0
3629,Natividade da Serra,São Paulo,0,0
3630,Nazaré Paulista,São Paulo,1,1
3631,Neves Paulista,São Paulo,0,0
3632,Nhandeara,São Paulo,1,1
3633,Nipoã,São Paulo,1,1
3634,Nova Aliança,São Paulo,1,1
3635,Nova Campina,São Paulo,0,0
3636,Nova Canaã Paulista,São Paulo,0,0
3637,Nova Castilho,São Paulo,0,1
3638,Nova Europa,São Paulo,0,1
3639,Nova Granada,São Paulo,1,1
3640,Nova Guataporanga,São Paulo,1,1
3641,Nova Independência,São Paulo,1,1
3642,Novais,São Paulo,0,0
3643,Nova Luzitânia,São Paulo,0,0
3644,Nova Odessa,São Paulo,0,0
3645,Novo Horizonte,São Paulo,1,1
3646,Nuporanga,São Paulo,0,0
3647,Ocauçu,São Paulo,0,0
3648,Óleo,São Paulo,,1
3649,Olímpia,São Paulo,0,0
3650,Onda Verde,São Paulo,,0
3651,Oriente,São Paulo,0,0
3652,Orindiúva,São Paulo,0,0
3653,Orlândia,São Paulo,0,0
3654,Osasco,São Paulo,0,0
3655,Oscar Bressane,São Paulo,1,1
3656,Osvaldo Cruz,São Paulo,0,0
3657,Ourinhos,São Paulo,0,0
3658,Ouroeste,São Paulo,1,1
3659,Ouro Verde,São Paulo,1,1
3660,Pacaembu,São Paulo,0,0
3661,Palestina,São Paulo,1,0
3662,Palmares Paulista,São Paulo,0,0
3663,Palmeira d'Oeste,São Paulo,0,0
3664,Palmital,São Paulo,,0
3665,Panorama,São Paulo,1,1
3666,Paraguaçu Paulista,São Paulo,0,0
3667,Paraibuna,São Paulo,1,0
3668,Paraíso,São Paulo,0,0
3669,Paranapanema,São Paulo,0,0
3670,Paranapuã,São Paulo,0,0
3671,Parapuã,São Paulo,0,0
3672,Pardinho,São Paulo,1,1
3673,Pariquera-Açu,São Paulo,0,0
3674,Parisi,São Paulo,1,1
3675,Patrocínio Paulista,São Paulo,0,0
3676,Paulicéia,São Paulo,1,1
3677,Paulínia,São Paulo,1,1
3678,Paulistânia,São Paulo,1,1
3679,Paulo de Faria,São Paulo,0,0
3680,Pederneiras,São Paulo,0,0
3681,Pedra Bela,São Paulo,0,0
3682,Pedranópolis,São Paulo,1,1
3683,Pedregulho,São Paulo,0,0
3684,Pedreira,São Paulo,0,0
3685,Pedrinhas Paulista,São Paulo,1,1
3686,Pedro de Toledo,São Paulo,,1
3687,Penápolis,São Paulo,1,1
3688,Pereira Barreto,São Paulo,0,0
3689,Pereiras,São Paulo,,0
3690,Peruíbe,São Paulo,1,1
3691,Piacatu,São Paulo,1,1
3692,Piedade,São Paulo,0,0
3693,Pilar do Sul,São Paulo,0,1
3694,Pindamonhangaba,São Paulo,0,0
3695,Pindorama,São Paulo,0,0
3696,Pinhalzinho,São Paulo,0,1
3697,Piquerobi,São Paulo,0,0
3698,Piquete,São Paulo,0,0
3699,Piracaia,São Paulo,1,1
3700,Piracicaba,São Paulo,0,0
3701,Piraju,São Paulo,1,1
3702,Pirajuí,São Paulo,0,0
3703,Pirangi,São Paulo,0,0
3704,Pirapora do Bom Jesus,São Paulo,1,1
3705,Pirapozinho,São Paulo,,1
3706,Pirassununga,São Paulo,0,0
3707,Piratininga,São Paulo,1,1
3708,Pitangueiras,São Paulo,0,1
3709,Planalto,São Paulo,0,1
3710,Platina,São Paulo,0,0
3711,Poá,São Paulo,1,1
3712,Poloni,São Paulo,0,0
3713,Pompéia,São Paulo,1,1
3714,Pongaí,São Paulo,1,1
3715,Pontal,São Paulo,,1
3716,Pontalinda,São Paulo,0,0
3717,Pontes Gestal,São Paulo,0,0
3718,Populina,São Paulo,1,0
3719,Porangaba,São Paulo,0,0
3720,Porto Feliz,São Paulo,1,1
3721,Porto Ferreira,São Paulo,1,1
3722,Potim,São Paulo,0,0
3723,Potirendaba,São Paulo,1,1
3724,Pracinha,São Paulo,0,0
3725,Pradópolis,São Paulo,1,1
3726,Praia Grande,São Paulo,0,0
3727,Pratânia,São Paulo,1,1
3728,Presidente Alves,São Paulo,0,1
3729,Presidente Bernardes,São Paulo,,1
3730,Presidente Epitácio,São Paulo,0,0
3731,Presidente Prudente,São Paulo,0,0
3732,Presidente Venceslau,São Paulo,0,0
3733,Promissão,São Paulo,1,1
3734,Quadra,São Paulo,1,1
3735,Quatá,São Paulo,0,0
3736,Queiroz,São Paulo,1,1
3737,Queluz,São Paulo,,1
3738,Quintana,São Paulo,0,1
3739,Rafard,São Paulo,0,1
3740,Rancharia,São Paulo,0,0
3741,Redenção da Serra,São Paulo,0,0
3742,Regente Feijó,São Paulo,,0
3743,Reginópolis,São Paulo,0,0
3744,Registro,São Paulo,0,0
3745,Restinga,São Paulo,1,1
3746,Ribeira,São Paulo,0,0
3747,Ribeirão Bonito,São Paulo,0,0
3748,Ribeirão Branco,São Paulo,0,0
3749,Ribeirão Corrente,São Paulo,1,1
3750,Ribeirão do Sul,São Paulo,,0
3751,Ribeirão dos Índios,São Paulo,,0
3752,Ribeirão Grande,São Paulo,1,1
3753,Ribeirão Pires,São Paulo,1,1
3754,Ribeirão Preto,São Paulo,0,0
3755,Riversul,São Paulo,0,0
3756,Rifaina,São Paulo,1,1
3757,Rincão,São Paulo,1,1
3758,Rinópolis,São Paulo,1,1
3759,Rio Claro,São Paulo,1,1
3760,Rio das Pedras,São Paulo,1,1
3761,Rio Grande da Serra,São Paulo,1,1
3762,Riolândia,São Paulo,1,1
3763,Rosana,São Paulo,1,1
3764,Roseira,São Paulo,,1
3765,Rubiácea,São Paulo,1,1
3766,Rubinéia,São Paulo,0,0
3767,Sabino,São Paulo,1,1
3768,Sagres,São Paulo,,0
3769,Sales,São Paulo,0,0
3770,Sales Oliveira,São Paulo,0,0
3771,Salesópolis,São Paulo,0,0
3772,Salmourão,São Paulo,1,0
3773,Saltinho,São Paulo,1,1
3774,Salto,São Paulo,1,1
3775,Salto de Pirapora,São Paulo,0,0
3776,Salto Grande,São Paulo,,0
3777,Sandovalina,São Paulo,1,1
3778,Santa Adélia,São Paulo,0,0
3779,Santa Albertina,São Paulo,1,1
3780,Santa Bárbara d'Oeste,São Paulo,1,1
3781,Santa Branca,São Paulo,0,0
3782,Santa Clara d'Oeste,São Paulo,1,1
3783,Santa Cruz da Conceição,São Paulo,1,1
3784,Santa Cruz da Esperança,São Paulo,,1
3785,Santa Cruz das Palmeiras,São Paulo,1,1
3786,Santa Cruz do Rio Pardo,São Paulo,0,0
3787,Santa Ernestina,São Paulo,0,0
3788,Santa Fé do Sul,São Paulo,0,0
3789,Santa Gertrudes,São Paulo,0,0
3790,Santa Isabel,São Paulo,1,1
3791,Santa Lúcia,São Paulo,0,0
3792,Santa Maria da Serra,São Paulo,0,0
3793,Santa Mercedes,São Paulo,1,1
3794,Santana da Ponte Pensa,São Paulo,1,1
3795,Santana de Parnaíba,São Paulo,0,0
3796,Santa Rita d'Oeste,São Paulo,1,1
3797,Santa Rita do Passa Quatro,São Paulo,,0
3798,Santa Rosa de Viterbo,São Paulo,1,1
3799,Santa Salete,São Paulo,1,1
3800,Santo Anastácio,São Paulo,1,1
3801,Santo André,São Paulo,0,0
3802,Santo Antônio da Alegria,São Paulo,1,1
3803,Santo Antônio de Posse,São Paulo,0,0
3804,Santo Antônio do Aracanguá,São Paulo,1,0
3805,Santo Antônio do Jardim,São Paulo,0,0
3806,Santo Antônio do Pinhal,São Paulo,0,0
3807,Santo Expedito,São Paulo,,0
3808,Santópolis do Aguapeí,São Paulo,0,0
3809,Santos,São Paulo,0,0
3810,São Bento do Sapucaí,São Paulo,0,0
3811,São Bernardo do Campo,São Paulo,1,1
3812,São Caetano do Sul,São Paulo,1,0
3813,São Carlos,São Paulo,,0
3814,São Francisco,São Paulo,1,1
3815,São João da Boa Vista,São Paulo,0,0
3816,São João das Duas Pontes,São Paulo,1,1
3817,São João de Iracema,São Paulo,1,1
3818,São João do Pau d'Alho,São Paulo,1,1
3819,São Joaquim da Barra,São Paulo,0,0
3820,São José da Bela Vista,São Paulo,,1
3821,São José do Barreiro,São Paulo,1,1
3822,São José do Rio Pardo,São Paulo,1,1
3823,São José do Rio Preto,São Paulo,0,0
3824,São José dos Campos,São Paulo,1,1
3825,São Lourenço da Serra,São Paulo,1,1
3826,São Luiz do Paraitinga,São Paulo,,1
3827,São Manuel,São Paulo,0,0
3828,São Miguel Arcanjo,São Paulo,1,1
3829,São Paulo,São Paulo,0,0
3830,São Pedro,São Paulo,0,0
3831,São Pedro do Turvo,São Paulo,,1
3832,São Roque,São Paulo,,0
3833,São Sebastião,São Paulo,1,1
3834,São Sebastião da Grama,São Paulo,0,0
3835,São Simão,São Paulo,0,0
3836,São Vicente,São Paulo,,0
3837,Sarapuí,São Paulo,1,1
3838,Sarutaiá,São Paulo,,0
3839,Sebastianópolis do Sul,São Paulo,0,0
3840,Serra Azul,São Paulo,0,0
3841,Serrana,São Paulo,,1
3842,Serra Negra,São Paulo,0,1
3843,Sertãozinho,São Paulo,0,0
3844,Sete Barras,São Paulo,1,1
3845,Severínia,São Paulo,1,1
3846,Silveiras,São Paulo,,1
3847,Socorro,São Paulo,1,1
3848,Sorocaba,São Paulo,0,0
3849,Sud Mennucci,São Paulo,0,0
3850,Sumaré,São Paulo,1,1
3851,Suzano,São Paulo,0,0
3852,Suzanápolis,São Paulo,0,0
3853,Tabapuã,São Paulo,0,0
3854,Tabatinga,São Paulo,0,0
3855,Taboão da Serra,São Paulo,0,0
3856,Taciba,São Paulo,1,1
3857,Taguaí,São Paulo,0,0
3858,Taiaçu,São Paulo,0,0
3859,Taiúva,São Paulo,1,1
3860,Tambaú,São Paulo,0,0
3861,Tanabi,São Paulo,0,0
3862,Tapiraí,São Paulo,0,0
3863,Tapiratiba,São Paulo,0,1
3864,Taquaral,São Paulo,0,0
3865,Taquaritinga,São Paulo,1,1
3866,Taquarituba,São Paulo,0,0
3867,Taquarivaí,São Paulo,1,0
3868,Tarabai,São Paulo,0,0
3869,Tarumã,São Paulo,,0
3870,Tatuí,São Paulo,1,1
3871,Taubaté,São Paulo,1,1
3872,Tejupá,São Paulo,1,1
3873,Teodoro Sampaio,São Paulo,1,1
3874,Terra Roxa,São Paulo,,0
3875,Tietê,São Paulo,0,0
3876,Timburi,São Paulo,,0
3877,Torre de Pedra,São Paulo,1,1
3878,Torrinha,São Paulo,1,1
3879,Trabiju,São Paulo,1,1
3880,Tremembé,São Paulo,1,1
3881,Três Fronteiras,São Paulo,0,1
3882,Tuiuti,São Paulo,0,0
3883,Tupã,São Paulo,0,0
3884,Tupi Paulista,São Paulo,0,0
3885,Turiúba,São Paulo,1,1
3886,Turmalina,São Paulo,1,1
3887,Ubarana,São Paulo,0,0
3888,Ubatuba,São Paulo,1,1
3889,Ubirajara,São Paulo,1,0
3890,Uchoa,São Paulo,1,1
3891,União Paulista,São Paulo,1,1
3892,Urânia,São Paulo,1,1
3893,Uru,São Paulo,1,1
3894,Urupês,São Paulo,0,0
3895,Valentim Gentil,São Paulo,1,1
3896,Valinhos,São Paulo,0,0
3897,Valparaíso,São Paulo,1,0
3898,Vargem,São Paulo,0,0
3899,Vargem Grande do Sul,São Paulo,1,1
3900,Vargem Grande Paulista,São Paulo,,0
3901,Várzea Paulista,São Paulo,0,0
3902,Vera Cruz,São Paulo,1,1
3903,Vinhedo,São Paulo,1,1
3904,Viradouro,São Paulo,1,1
3905,Vista Alegre do Alto,São Paulo,0,0
3906,Vitória Brasil,São Paulo,1,1
3907,Votorantim,São Paulo,1,1
3908,Votuporanga,São Paulo,0,0
3909,Zacarias,São Paulo,0,0
3910,Chavantes,São Paulo,1,1
3911,Estiva Gerbi,São Paulo,1,1
3912,Abatiá,Paraná,1,0
3913,Adrianópolis,Paraná,0,0
3914,Agudos do Sul,Paraná,1,1
3915,Almirante Tamandaré,Paraná,,1
3916,Altamira do Paraná,Paraná,0,0
3917,Altônia,Paraná,1,1
3918,Alto Paraná,Paraná,0,0
3919,Alto Piquiri,Paraná,1,1
3920,Alvorada do Sul,Paraná,,1
3921,Amaporã,Paraná,0,0
3922,Ampére,Paraná,0,0
3923,Anahy,Paraná,0,0
3924,Andirá,Paraná,0,0
3925,Ângulo,Paraná,0,0
3926,Antonina,Paraná,1,1
3927,Antônio Olinto,Paraná,0,0
3928,Apucarana,Paraná,0,0
3929,Arapongas,Paraná,0,0
3930,Arapoti,Paraná,0,0
3931,Arapuã,Paraná,0,0
3932,Araruna,Paraná,1,1
3933,Araucária,Paraná,0,0
3934,Ariranha do Ivaí,Paraná,1,0
3935,Assaí,Paraná,0,0
3936,Assis Chateaubriand,Paraná,0,0
3937,Astorga,Paraná,0,0
3938,Atalaia,Paraná,,0
3939,Balsa Nova,Paraná,0,0
3940,Bandeirantes,Paraná,,0
3941,Barbosa Ferraz,Paraná,0,0
3942,Barracão,Paraná,0,0
3943,Barra do Jacaré,Paraná,,0
3944,Bela Vista da Caroba,Paraná,,0
3945,Bela Vista do Paraíso,Paraná,1,1
3946,Bituruna,Paraná,0,0
3947,Boa Esperança,Paraná,0,0
3948,Boa Esperança do Iguaçu,Paraná,0,0
3949,Boa Ventura de São Roque,Paraná,0,0
3950,Boa Vista da Aparecida,Paraná,1,1
3951,Bocaiúva do Sul,Paraná,0,0
3952,Bom Jesus do Sul,Paraná,0,0
3953,Bom Sucesso,Paraná,1,1
3954,Bom Sucesso do Sul,Paraná,0,0
3955,Borrazópolis,Paraná,0,0
3956,Braganey,Paraná,0,0
3957,Brasilândia do Sul,Paraná,1,1
3958,Cafeara,Paraná,0,0
3959,Cafelândia,Paraná,0,0
3960,Cafezal do Sul,Paraná,0,0
3961,Califórnia,Paraná,0,0
3962,Cambará,Paraná,0,0
3963,Cambé,Paraná,0,0
3964,Cambira,Paraná,1,0
3965,Campina da Lagoa,Paraná,0,0
3966,Campina do Simão,Paraná,0,0
3967,Campina Grande do Sul,Paraná,0,0
3968,Campo Bonito,Paraná,,0
3969,Campo do Tenente,Paraná,1,0
3970,Campo Largo,Paraná,0,0
3971,Campo Magro,Paraná,1,1
3972,Campo Mourão,Paraná,0,0
3973,Cândido de Abreu,Paraná,0,0
3974,Candói,Paraná,0,0
3975,Cantagalo,Paraná,1,1
3976,Capanema,Paraná,0,0
3977,Capitão Leônidas Marques,Paraná,1,1
3978,Carambeí,Paraná,0,0
3979,Carlópolis,Paraná,0,0
3980,Cascavel,Paraná,0,0
3981,Castro,Paraná,0,0
3982,Catanduvas,Paraná,0,0
3983,Centenário do Sul,Paraná,1,1
3984,Cerro Azul,Paraná,,1
3985,Céu Azul,Paraná,0,0
3986,Chopinzinho,Paraná,0,0
3987,Cianorte,Paraná,0,0
3988,Cidade Gaúcha,Paraná,1,1
3989,Clevelândia,Paraná,1,0
3990,Colombo,Paraná,0,0
3991,Colorado,Paraná,1,0
3992,Congonhinhas,Paraná,,0
3993,Conselheiro Mairinck,Paraná,1,1
3994,Contenda,Paraná,0,0
3995,Corbélia,Paraná,0,0
3996,Cornélio Procópio,Paraná,0,0
3997,Coronel Domingos Soares,Paraná,0,0
3998,Coronel Vivida,Paraná,0,0
3999,Corumbataí do Sul,Paraná,1,1
4000,Cruzeiro do Iguaçu,Paraná,0,0
4001,Cruzeiro do Oeste,Paraná,1,0
4002,Cruzeiro do Sul,Paraná,1,1
4003,Cruz Machado,Paraná,,0
4004,Cruzmaltina,Paraná,0,0
4005,Curitiba,Paraná,0,0
4006,Curiúva,Paraná,0,0
4007,Diamante do Norte,Paraná,0,0
4008,Diamante do Sul,Paraná,0,0
4009,Diamante D'Oeste,Paraná,1,1
4010,Dois Vizinhos,Paraná,0,0
4011,Douradina,Paraná,0,0
4012,Doutor Camargo,Paraná,0,0
4013,Enéas Marques,Paraná,,0
4014,Engenheiro Beltrão,Paraná,,0
4015,Esperança Nova,Paraná,0,0
4016,Entre Rios do Oeste,Paraná,0,0
4017,Espigão Alto do Iguaçu,Paraná,0,0
4018,Farol,Paraná,0,0
4019,Faxinal,Paraná,1,0
4020,Fazenda Rio Grande,Paraná,0,0
4021,Fênix,Paraná,1,0
4022,Fernandes Pinheiro,Paraná,0,0
4023,Figueira,Paraná,1,1
4024,Floraí,Paraná,0,0
4025,Flor da Serra do Sul,Paraná,,0
4026,Floresta,Paraná,0,0
4027,Florestópolis,Paraná,1,1
4028,Flórida,Paraná,,0
4029,Formosa do Oeste,Paraná,0,0
4030,Foz do Iguaçu,Paraná,0,0
4031,Francisco Alves,Paraná,0,0
4032,Francisco Beltrão,Paraná,,0
4033,Foz do Jordão,Paraná,0,0
4034,General Carneiro,Paraná,1,1
4035,Godoy Moreira,Paraná,,1
4036,Goioerê,Paraná,0,0
4037,Goioxim,Paraná,0,0
4038,Grandes Rios,Paraná,0,0
4039,Guaíra,Paraná,0,0
4040,Guairaçá,Paraná,,0
4041,Guamiranga,Paraná,,0
4042,Guapirama,Paraná,0,0
4043,Guaporema,Paraná,0,0
4044,Guaraci,Paraná,0,0
4045,Guaraniaçu,Paraná,0,0
4046,Guarapuava,Paraná,0,0
4047,Guaraqueçaba,Paraná,1,1
4048,Guaratuba,Paraná,0,0
4049,Honório Serpa,Paraná,,0
4050,Ibaiti,Paraná,1,1
4051,Ibema,Paraná,1,1
4052,Ibiporã,Paraná,0,0
4053,Icaraíma,Paraná,0,0
4054,Iguaraçu,Paraná,1,1
4055,Iguatu,Paraná,0,0
4056,Imbaú,Paraná,0,0
4057,Imbituva,Paraná,0,0
4058,Inácio Martins,Paraná,0,0
4059,Inajá,Paraná,,0
4060,Indianópolis,Paraná,0,0
4061,Ipiranga,Paraná,0,0
4062,Iporã,Paraná,1,0
4063,Iracema do Oeste,Paraná,1,0
4064,Irati,Paraná,0,0
4065,Iretama,Paraná,0,0
4066,Itaguajé,Paraná,0,0
4067,Itaipulândia,Paraná,0,0
4068,Itambaracá,Paraná,1,1
4069,Itambé,Paraná,1,1
4070,Itapejara d'Oeste,Paraná,0,0
4071,Itaperuçu,Paraná,0,0
4072,Itaúna do Sul,Paraná,,0
4073,Ivaí,Paraná,0,0
4074,Ivaiporã,Paraná,0,0
4075,Ivaté,Paraná,,0
4076,Ivatuba,Paraná,0,0
4077,Jaboti,Paraná,0,0
4078,Jacarezinho,Paraná,1,1
4079,Jaguapitã,Paraná,1,1
4080,Jaguariaíva,Paraná,1,1
4081,Jandaia do Sul,Paraná,0,0
4082,Janiópolis,Paraná,0,0
4083,Japira,Paraná,,0
4084,Japurá,Paraná,0,0
4085,Jardim Alegre,Paraná,0,0
4086,Jardim Olinda,Paraná,,0
4087,Jataizinho,Paraná,,1
4088,Jesuítas,Paraná,1,1
4089,Joaquim Távora,Paraná,,0
4090,Jundiaí do Sul,Paraná,0,0
4091,Juranda,Paraná,0,0
4092,Jussara,Paraná,1,0
4093,Kaloré,Paraná,,0
4094,Lapa,Paraná,0,0
4095,Laranjal,Paraná,1,1
4096,Laranjeiras do Sul,Paraná,0,0
4097,Leópolis,Paraná,0,0
4098,Lidianópolis,Paraná,0,0
4099,Lindoeste,Paraná,1,0
4100,Loanda,Paraná,0,0
4101,Lobato,Paraná,,0
4102,Londrina,Paraná,1,1
4103,Luiziana,Paraná,1,1
4104,Lunardelli,Paraná,1,1
4105,Lupionópolis,Paraná,1,1
4106,Mallet,Paraná,0,0
4107,Mamborê,Paraná,0,0
4108,Mandaguaçu,Paraná,,0
4109,Mandaguari,Paraná,0,0
4110,Mandirituba,Paraná,1,1
4111,Manfrinópolis,Paraná,1,0
4112,Mangueirinha,Paraná,1,0
4113,Manoel Ribas,Paraná,0,0
4114,Marechal Cândido Rondon,Paraná,0,0
4115,Maria Helena,Paraná,1,1
4116,Marialva,Paraná,1,0
4117,Marilândia do Sul,Paraná,0,0
4118,Marilena,Paraná,0,0
4119,Mariluz,Paraná,0,0
4120,Maringá,Paraná,0,0
4121,Mariópolis,Paraná,,0
4122,Maripá,Paraná,0,0
4123,Marmeleiro,Paraná,1,1
4124,Marquinho,Paraná,0,0
4125,Marumbi,Paraná,1,1
4126,Matelândia,Paraná,0,0
4127,Matinhos,Paraná,0,0
4128,Mato Rico,Paraná,0,0
4129,Mauá da Serra,Paraná,0,0
4130,Medianeira,Paraná,0,0
4131,Mercedes,Paraná,0,0
4132,Mirador,Paraná,0,0
4133,Miraselva,Paraná,0,0
4134,Missal,Paraná,0,0
4135,Moreira Sales,Paraná,1,1
4136,Morretes,Paraná,1,0
4137,Munhoz de Melo,Paraná,0,0
4138,Nossa Senhora das Graças,Paraná,1,1
4139,Nova Aliança do Ivaí,Paraná,0,0
4140,Nova América da Colina,Paraná,,0
4141,Nova Aurora,Paraná,0,0
4142,Nova Cantu,Paraná,1,1
4143,Nova Esperança,Paraná,0,0
4144,Nova Esperança do Sudoeste,Paraná,0,0
4145,Nova Fátima,Paraná,0,0
4146,Nova Laranjeiras,Paraná,0,0
4147,Nova Londrina,Paraná,1,1
4148,Nova Olímpia,Paraná,1,1
4149,Nova Santa Bárbara,Paraná,0,0
4150,Nova Santa Rosa,Paraná,0,0
4151,Nova Prata do Iguaçu,Paraná,0,0
4152,Nova Tebas,Paraná,0,0
4153,Novo Itacolomi,Paraná,0,0
4154,Ortigueira,Paraná,0,0
4155,Ourizona,Paraná,0,0
4156,Ouro Verde do Oeste,Paraná,1,0
4157,Paiçandu,Paraná,,0
4158,Palmas,Paraná,0,0
4159,Palmeira,Paraná,0,0
4160,Palmital,Paraná,0,0
4161,Palotina,Paraná,0,0
4162,Paraíso do Norte,Paraná,0,0
4163,Paranacity,Paraná,,0
4164,Paranaguá,Paraná,0,0
4165,Paranapoema,Paraná,0,0
4166,Paranavaí,Paraná,0,0
4167,Pato Bragado,Paraná,0,0
4168,Pato Branco,Paraná,0,0
4169,Paula Freitas,Paraná,0,0
4170,Paulo Frontin,Paraná,1,1
4171,Peabiru,Paraná,,0
4172,Perobal,Paraná,0,0
4173,Pérola,Paraná,1,1
4174,Pérola d'Oeste,Paraná,,0
4175,Piên,Paraná,,0
4176,Pinhais,Paraná,0,0
4177,Pinhalão,Paraná,,0
4178,Pinhal de São Bento,Paraná,,1
4179,Pinhão,Paraná,0,0
4180,Piraí do Sul,Paraná,0,0
4181,Piraquara,Paraná,0,0
4182,Pitanga,Paraná,0,0
4183,Pitangueiras,Paraná,1,0
4184,Planaltina do Paraná,Paraná,1,1
4185,Planalto,Paraná,,0
4186,Ponta Grossa,Paraná,0,0
4187,Pontal do Paraná,Paraná,0,0
4188,Porecatu,Paraná,0,0
4189,Porto Amazonas,Paraná,0,0
4190,Porto Barreiro,Paraná,0,0
4191,Porto Rico,Paraná,,0
4192,Porto Vitória,Paraná,,1
4193,Prado Ferreira,Paraná,0,0
4194,Pranchita,Paraná,0,0
4195,Presidente Castelo Branco,Paraná,0,0
4196,Primeiro de Maio,Paraná,0,0
4197,Prudentópolis,Paraná,0,0
4198,Quarto Centenário,Paraná,1,1
4199,Quatiguá,Paraná,1,1
4200,Quatro Barras,Paraná,0,0
4201,Quatro Pontes,Paraná,0,0
4202,Quedas do Iguaçu,Paraná,0,0
4203,Querência do Norte,Paraná,1,0
4204,Quinta do Sol,Paraná,0,0
4205,Quitandinha,Paraná,0,0
4206,Ramilândia,Paraná,0,1
4207,Rancho Alegre,Paraná,,0
4208,Rancho Alegre D'Oeste,Paraná,0,0
4209,Realeza,Paraná,0,0
4210,Rebouças,Paraná,1,0
4211,Renascença,Paraná,0,0
4212,Reserva,Paraná,0,0
4213,Reserva do Iguaçu,Paraná,1,1
4214,Ribeirão Claro,Paraná,1,1
4215,Ribeirão do Pinhal,Paraná,,0
4216,Rio Azul,Paraná,0,0
4217,Rio Bom,Paraná,1,0
4218,Rio Bonito do Iguaçu,Paraná,0,0
