,Município,UF,Capag_real,Capag_predito
2904,Sacramento,Minas Gerais,0,0
2905,Salinas,Minas Gerais,0,0
2906,Salto da Divisa,Minas Gerais,1,1
2907,Santa Bárbara,Minas Gerais,0,0
2908,Santa Bárbara do Leste,Minas Gerais,,1
2909,Santa Bárbara do Monte Verde,Minas Gerais,,1
2910,Santa Bárbara do Tugúrio,Minas Gerais,,0
2911,Santa Cruz de Minas,Minas Gerais,0,0
2912,Santa Cruz de Salinas,Minas Gerais,,1
2913,Santa Cruz do Escalvado,Minas Gerais,,1
2914,Santa Efigênia de Minas,Minas Gerais,,0
2915,Santa Fé de Minas,Minas Gerais,1,1
2916,Santa Helena de Minas,Minas Gerais,,0
2917,Santa Juliana,Minas Gerais,0,0
2918,Santa Luzia,Minas Gerais,1,1
2919,Santa Margarida,Minas Gerais,,1
2920,Santa Maria de Itabira,Minas Gerais,,0
2921,Santa Maria do Salto,Minas Gerais,1,1
2922,Santa Maria do Suaçuí,Minas Gerais,,1
2923,Santana da Vargem,Minas Gerais,0,0
2924,Santana de Cataguases,Minas Gerais,0,0
2925,Santana de Pirapama,Minas Gerais,,0
2926,Santana do Deserto,Minas Gerais,0,0
2927,Santana do Garambéu,Minas Gerais,,0
2928,Santana do Jacaré,Minas Gerais,,0
2929,Santana do Manhuaçu,Minas Gerais,,0
2930,Santana do Paraíso,Minas Gerais,0,0
2931,Santana do Riacho,Minas Gerais,0,0
2932,Santana dos Montes,Minas Gerais,1,1
2933,Santa Rita de Caldas,Minas Gerais,0,0
2934,Santa Rita de Jacutinga,Minas Gerais,0,0
2935,Santa Rita de Minas,Minas Gerais,1,0
2936,Santa Rita de Ibitipoca,Minas Gerais,0,0
2937,Santa Rita do Itueto,Minas Gerais,,1
2938,Santa Rita do Sapucaí,Minas Gerais,0,0
2939,Santa Rosa da Serra,Minas Gerais,1,1
2940,Santa Vitória,Minas Gerais,1,1
2941,Santo Antônio do Amparo,Minas Gerais,1,1
2942,Santo Antônio do Aventureiro,Minas Gerais,,0
2943,Santo Antônio do Grama,Minas Gerais,0,0
2944,Santo Antônio do Itambé,Minas Gerais,0,0
2945,Santo Antônio do Jacinto,Minas Gerais,0,0
2946,Santo Antônio do Monte,Minas Gerais,0,0
2947,Santo Antônio do Retiro,Minas Gerais,1,1
2948,Santo Antônio do Rio Abaixo,Minas Gerais,,0
2949,Santo Hipólito,Minas Gerais,1,1
2950,Santos Dumont,Minas Gerais,0,0
2951,São Bento Abade,Minas Gerais,0,0
2952,São Brás do Suaçuí,Minas Gerais,,1
2953,São Domingos das Dores,Minas Gerais,0,0
2954,São Domingos do Prata,Minas Gerais,1,0
2955,São Félix de Minas,Minas Gerais,,1
2956,São Francisco,Minas Gerais,0,0
2957,São Francisco de Paula,Minas Gerais,0,0
2958,São Francisco de Sales,Minas Gerais,,0
2959,São Francisco do Glória,Minas Gerais,1,1
2960,São Geraldo,Minas Gerais,0,0
2961,São Geraldo da Piedade,Minas Gerais,,1
2962,São Geraldo do Baixio,Minas Gerais,,1
2963,São Gonçalo do Abaeté,Minas Gerais,1,1
2964,São Gonçalo do Pará,Minas Gerais,1,0
2965,São Gonçalo do Rio Abaixo,Minas Gerais,,0
2966,São Gonçalo do Sapucaí,Minas Gerais,0,0
2967,São Gotardo,Minas Gerais,0,0
2968,São João Batista do Glória,Minas Gerais,0,0
2969,São João da Lagoa,Minas Gerais,1,1
2970,São João da Mata,Minas Gerais,1,1
2971,São João da Ponte,Minas Gerais,1,1
2972,São João das Missões,Minas Gerais,1,1
2973,São João del Rei,Minas Gerais,0,0
2974,São João do Manhuaçu,Minas Gerais,0,0
2975,São João do Manteninha,Minas Gerais,0,0
2976,São João do Oriente,Minas Gerais,,0
2977,São João do Pacuí,Minas Gerais,0,0
2978,São João do Paraíso,Minas Gerais,1,1
2979,São João Evangelista,Minas Gerais,1,0
2980,São João Nepomuceno,Minas Gerais,1,1
2981,São Joaquim de Bicas,Minas Gerais,0,0
2982,São José da Barra,Minas Gerais,0,1
2983,São José da Lapa,Minas Gerais,0,0
2984,São José da Safira,Minas Gerais,,0
2985,São José da Varginha,Minas Gerais,1,1
2986,São José do Alegre,Minas Gerais,0,0
2987,São José do Divino,Minas Gerais,,1
2988,São José do Goiabal,Minas Gerais,1,1
2989,São José do Jacuri,Minas Gerais,,1
2990,São José do Mantimento,Minas Gerais,1,1
2991,São Lourenço,Minas Gerais,0,0
2992,São Miguel do Anta,Minas Gerais,1,1
2993,São Pedro da União,Minas Gerais,0,0
2994,São Pedro dos Ferros,Minas Gerais,1,1
2995,São Pedro do Suaçuí,Minas Gerais,0,0
2996,São Romão,Minas Gerais,1,1
2997,São Roque de Minas,Minas Gerais,0,0
2998,São Sebastião da Bela Vista,Minas Gerais,1,1
2999,São Sebastião da Vargem Alegre,Minas Gerais,1,1
3000,São Sebastião do Anta,Minas Gerais,,0
3001,São Sebastião do Maranhão,Minas Gerais,1,1
3002,São Sebastião do Oeste,Minas Gerais,0,0
3003,São Sebastião do Paraíso,Minas Gerais,1,1
3004,São Sebastião do Rio Preto,Minas Gerais,0,0
3005,São Sebastião do Rio Verde,Minas Gerais,0,0
3006,São Tiago,Minas Gerais,0,0
3007,São Tomás de Aquino,Minas Gerais,,1
3008,São Thomé das Letras,Minas Gerais,0,0
3009,São Vicente de Minas,Minas Gerais,0,0
3010,Sapucaí-Mirim,Minas Gerais,,0
3011,Sardoá,Minas Gerais,0,0
3012,Sarzedo,Minas Gerais,1,1
3013,Setubinha,Minas Gerais,1,1
3014,Sem-Peixe,Minas Gerais,0,0
3015,Senador Amaral,Minas Gerais,0,0
3016,Senador Cortes,Minas Gerais,0,0
3017,Senador Firmino,Minas Gerais,,1
3018,Senador José Bento,Minas Gerais,1,1
3019,Senador Modestino Gonçalves,Minas Gerais,1,1
3020,Senhora de Oliveira,Minas Gerais,0,0
3021,Senhora do Porto,Minas Gerais,0,0
3022,Senhora dos Remédios,Minas Gerais,0,0
3023,Sericita,Minas Gerais,0,0
3024,Seritinga,Minas Gerais,0,0
3025,Serra Azul de Minas,Minas Gerais,0,0
3026,Serra da Saudade,Minas Gerais,,1
3027,Serra dos Aimorés,Minas Gerais,,0
3028,Serra do Salitre,Minas Gerais,0,0
3029,Serrania,Minas Gerais,1,0
3030,Serranópolis de Minas,Minas Gerais,,1
3031,Serranos,Minas Gerais,0,0
3032,Serro,Minas Gerais,0,0
3033,Sete Lagoas,Minas Gerais,,0
3034,Silveirânia,Minas Gerais,0,0
3035,Silvianópolis,Minas Gerais,1,0
3036,Simão Pereira,Minas Gerais,0,0
3037,Simonésia,Minas Gerais,,0
3038,Sobrália,Minas Gerais,0,0
3039,Soledade de Minas,Minas Gerais,,0
3040,Tabuleiro,Minas Gerais,0,0
3041,Taiobeiras,Minas Gerais,,0
3042,Taparuba,Minas Gerais,1,1
3043,Tapira,Minas Gerais,1,1
3044,Tapiraí,Minas Gerais,1,1
3045,Taquaraçu de Minas,Minas Gerais,0,0
3046,Tarumirim,Minas Gerais,1,1
3047,Teixeiras,Minas Gerais,1,0
3048,Teófilo Otoni,Minas Gerais,1,1
3049,Timóteo,Minas Gerais,1,1
3050,Tiradentes,Minas Gerais,0,0
3051,Tiros,Minas Gerais,0,0
3052,Tocantins,Minas Gerais,1,1
3053,Tocos do Moji,Minas Gerais,0,0
3054,Toledo,Minas Gerais,0,0
3055,Tombos,Minas Gerais,0,0
3056,Três Corações,Minas Gerais,1,1
3057,Três Marias,Minas Gerais,1,1
3058,Três Pontas,Minas Gerais,0,0
3059,Tumiritinga,Minas Gerais,,1
3060,Tupaciguara,Minas Gerais,1,0
3061,Turmalina,Minas Gerais,1,1
3062,Turvolândia,Minas Gerais,,0
3063,Ubá,Minas Gerais,,0
3064,Ubaí,Minas Gerais,0,0
3065,Ubaporanga,Minas Gerais,,0
3066,Uberaba,Minas Gerais,0,0
3067,Uberlândia,Minas Gerais,0,0
3068,Umburatiba,Minas Gerais,,0
3069,Unaí,Minas Gerais,0,0
3070,União de Minas,Minas Gerais,1,1
3071,Uruana de Minas,Minas Gerais,1,0
3072,Urucânia,Minas Gerais,1,1
3073,Urucuia,Minas Gerais,1,1
3074,Vargem Alegre,Minas Gerais,,1
3075,Vargem Bonita,Minas Gerais,0,0
3076,Vargem Grande do Rio Pardo,Minas Gerais,,1
3077,Varginha,Minas Gerais,0,0
3078,Varjão de Minas,Minas Gerais,0,0
3079,Várzea da Palma,Minas Gerais,,0
3080,Varzelândia,Minas Gerais,1,1
3081,Vazante,Minas Gerais,0,0
3082,Verdelândia,Minas Gerais,1,1
3083,Veredinha,Minas Gerais,1,1
3084,Veríssimo,Minas Gerais,1,1
3085,Vermelho Novo,Minas Gerais,0,0
3086,Vespasiano,Minas Gerais,1,1
3087,Viçosa,Minas Gerais,0,0
3088,Vieiras,Minas Gerais,0,0
3089,Mathias Lobato,Minas Gerais,,1
3090,Virgem da Lapa,Minas Gerais,1,1
3091,Virgínia,Minas Gerais,1,1
3092,Virginópolis,Minas Gerais,,0
3093,Virgolândia,Minas Gerais,0,0
3094,Visconde do Rio Branco,Minas Gerais,0,0
3095,Volta Grande,Minas Gerais,0,0
3096,Wenceslau Braz,Minas Gerais,0,0
3097,Afonso Cláudio,Espírito Santo,0,0
3098,Águia Branca,Espírito Santo,0,0
3099,Água Doce do Norte,Espírito Santo,,0
3100,Alegre,Espírito Santo,1,1
3101,Alfredo Chaves,Espírito Santo,0,0
3102,Alto Rio Novo,Espírito Santo,1,1
3103,Anchieta,Espírito Santo,0,0
3104,Apiacá,Espírito Santo,1,0
3105,Aracruz,Espírito Santo,0,0
3106,Atílio Vivacqua,Espírito Santo,1,0
3107,Baixo Guandu,Espírito Santo,0,0
3108,Barra de São Francisco,Espírito Santo,0,0
3109,Boa Esperança,Espírito Santo,0,0
3110,Bom Jesus do Norte,Espírito Santo,0,0
3111,Brejetuba,Espírito Santo,0,0
3112,Cachoeiro de Itapemirim,Espírito Santo,0,0
3113,Cariacica,Espírito Santo,0,0
3114,Castelo,Espírito Santo,0,0
3115,Colatina,Espírito Santo,0,0
3116,Conceição da Barra,Espírito Santo,,0
3117,Conceição do Castelo,Espírito Santo,1,0
3118,Divino de São Lourenço,Espírito Santo,1,0
3119,Domingos Martins,Espírito Santo,0,0
3120,Dores do Rio Preto,Espírito Santo,0,0
3121,Ecoporanga,Espírito Santo,1,0
3122,Fundão,Espírito Santo,0,0
3123,Governador Lindenberg,Espírito Santo,0,0
3124,Guaçuí,Espírito Santo,,0
3125,Guarapari,Espírito Santo,0,0
3126,Ibatiba,Espírito Santo,0,0
3127,Ibiraçu,Espírito Santo,0,0
3128,Ibitirama,Espírito Santo,0,0
3129,Iconha,Espírito Santo,0,0
3130,Irupi,Espírito Santo,1,1
3131,Itaguaçu,Espírito Santo,0,0
3132,Itapemirim,Espírito Santo,0,0
3133,Itarana,Espírito Santo,0,0
3134,Iúna,Espírito Santo,0,0
3135,Jaguaré,Espírito Santo,0,0
3136,Jerônimo Monteiro,Espírito Santo,0,0
3137,João Neiva,Espírito Santo,0,0
3138,Laranja da Terra,Espírito Santo,0,0
3139,Linhares,Espírito Santo,0,0
3140,Mantenópolis,Espírito Santo,,0
3141,Marataízes,Espírito Santo,0,0
3142,Marechal Floriano,Espírito Santo,1,0
3143,Marilândia,Espírito Santo,0,0
3144,Mimoso do Sul,Espírito Santo,,0
3145,Montanha,Espírito Santo,0,0
3146,Mucurici,Espírito Santo,0,0
3147,Muniz Freire,Espírito Santo,0,0
3148,Muqui,Espírito Santo,0,0
3149,Nova Venécia,Espírito Santo,0,0
3150,Pancas,Espírito Santo,1,1
3151,Pedro Canário,Espírito Santo,0,0
3152,Pinheiros,Espírito Santo,0,0
3153,Piúma,Espírito Santo,1,0
3154,Ponto Belo,Espírito Santo,0,0
3155,Presidente Kennedy,Espírito Santo,0,0
3156,Rio Bananal,Espírito Santo,,0
3157,Rio Novo do Sul,Espírito Santo,1,0
3158,Santa Leopoldina,Espírito Santo,0,0
3159,Santa Maria de Jetibá,Espírito Santo,0,0
3160,Santa Teresa,Espírito Santo,0,0
3161,São Domingos do Norte,Espírito Santo,0,0
3162,São Gabriel da Palha,Espírito Santo,0,0
3163,São José do Calçado,Espírito Santo,0,0
3164,São Mateus,Espírito Santo,1,0
3165,São Roque do Canaã,Espírito Santo,0,0
3166,Serra,Espírito Santo,0,0
3167,Sooretama,Espírito Santo,0,0
3168,Vargem Alta,Espírito Santo,0,0
3169,Venda Nova do Imigrante,Espírito Santo,0,0
3170,Viana,Espírito Santo,0,0
3171,Vila Pavão,Espírito Santo,0,0
3172,Vila Valério,Espírito Santo,0,0
3173,Vila Velha,Espírito Santo,0,0
3174,Vitória,Espírito Santo,0,0
3175,Angra dos Reis,Rio de Janeiro,1,1
3176,Aperibé,Rio de Janeiro,,1
3177,Araruama,Rio de Janeiro,,1
3178,Areal,Rio de Janeiro,1,1
3179,Armação dos Búzios,Rio de Janeiro,0,0
3180,Arraial do Cabo,Rio de Janeiro,1,1
3181,Barra do Piraí,Rio de Janeiro,,1
3182,Barra Mansa,Rio de Janeiro,,1
3183,Belford Roxo,Rio de Janeiro,1,1
3184,Bom Jardim,Rio de Janeiro,0,0
3185,Bom Jesus do Itabapoana,Rio de Janeiro,1,1
3186,Cabo Frio,Rio de Janeiro,1,1
3187,Cachoeiras de Macacu,Rio de Janeiro,,1
3188,Cambuci,Rio de Janeiro,,0
3189,Carapebus,Rio de Janeiro,1,1
3190,Comendador Levy Gasparian,Rio de Janeiro,0,0
3191,Campos dos Goytacazes,Rio de Janeiro,1,1
3192,Cantagalo,Rio de Janeiro,0,0
3193,Cardoso Moreira,Rio de Janeiro,1,1
3194,Carmo,Rio de Janeiro,,1
3195,Casimiro de Abreu,Rio de Janeiro,0,0
3196,Conceição de Macabu,Rio de Janeiro,,1
3197,Cordeiro,Rio de Janeiro,0,0
3198,Duas Barras,Rio de Janeiro,0,0
3199,Duque de Caxias,Rio de Janeiro,1,1
3200,Engenheiro Paulo de Frontin,Rio de Janeiro,1,1
3201,Guapimirim,Rio de Janeiro,1,1
3202,Iguaba Grande,Rio de Janeiro,,1
3203,Itaboraí,Rio de Janeiro,1,1
3204,Itaguaí,Rio de Janeiro,1,1
3205,Italva,Rio de Janeiro,1,1
3206,Itaocara,Rio de Janeiro,,0
3207,Itaperuna,Rio de Janeiro,0,0
3208,Itatiaia,Rio de Janeiro,0,0
3209,Japeri,Rio de Janeiro,,1
3210,Laje do Muriaé,Rio de Janeiro,,1
3211,Macaé,Rio de Janeiro,0,0
3212,Macuco,Rio de Janeiro,0,0
3213,Magé,Rio de Janeiro,1,1
3214,Mangaratiba,Rio de Janeiro,,1
3215,Maricá,Rio de Janeiro,0,0
3216,Mendes,Rio de Janeiro,,1
3217,Mesquita,Rio de Janeiro,1,1
3218,Miguel Pereira,Rio de Janeiro,0,0
3219,Miracema,Rio de Janeiro,1,1
3220,Natividade,Rio de Janeiro,1,1
3221,Nilópolis,Rio de Janeiro,1,1
3222,Niterói,Rio de Janeiro,0,0
3223,Nova Friburgo,Rio de Janeiro,0,0
3224,Nova Iguaçu,Rio de Janeiro,1,1
3225,Paracambi,Rio de Janeiro,1,1
3226,Paraíba do Sul,Rio de Janeiro,1,1
3227,Paraty,Rio de Janeiro,0,0
3228,Paty do Alferes,Rio de Janeiro,0,0
3229,Petrópolis,Rio de Janeiro,1,1
3230,Pinheiral,Rio de Janeiro,0,0
3231,Piraí,Rio de Janeiro,0,0
3232,Porciúncula,Rio de Janeiro,0,0
3233,Porto Real,Rio de Janeiro,1,1
3234,Quatis,Rio de Janeiro,,1
3235,Queimados,Rio de Janeiro,,1
3236,Quissamã,Rio de Janeiro,1,1
3237,Resende,Rio de Janeiro,0,0
3238,Rio Bonito,Rio de Janeiro,1,1
3239,Rio Claro,Rio de Janeiro,1,1
3240,Rio das Flores,Rio de Janeiro,1,1
3241,Rio das Ostras,Rio de Janeiro,1,1
3242,Rio de Janeiro,Rio de Janeiro,1,1
3243,Santa Maria Madalena,Rio de Janeiro,1,1
3244,Santo Antônio de Pádua,Rio de Janeiro,1,1
3245,São Francisco de Itabapoana,Rio de Janeiro,,1
3246,São Fidélis,Rio de Janeiro,1,1
3247,São Gonçalo,Rio de Janeiro,0,1
3248,São João da Barra,Rio de Janeiro,1,1
3249,São João de Meriti,Rio de Janeiro,1,1
3250,São José de Ubá,Rio de Janeiro,1,1
3251,São José do Vale do Rio Preto,Rio de Janeiro,,1
3252,São Pedro da Aldeia,Rio de Janeiro,1,1
3253,São Sebastião do Alto,Rio de Janeiro,1,1
3254,Sapucaia,Rio de Janeiro,1,1
3255,Saquarema,Rio de Janeiro,1,1
3256,Seropédica,Rio de Janeiro,,1
3257,Silva Jardim,Rio de Janeiro,,1
3258,Sumidouro,Rio de Janeiro,,1
3259,Tanguá,Rio de Janeiro,,1
3260,Teresópolis,Rio de Janeiro,1,1
3261,Trajano de Moraes,Rio de Janeiro,0,0
3262,Três Rios,Rio de Janeiro,1,1
3263,Valença,Rio de Janeiro,1,1
3264,Varre-Sai,Rio de Janeiro,1,1
3265,Vassouras,Rio de Janeiro,0,0
3266,Volta Redonda,Rio de Janeiro,1,1
3267,Adamantina,São Paulo,0,0
3268,Adolfo,São Paulo,1,1
3269,Aguaí,São Paulo,1,1
3270,Águas da Prata,São Paulo,1,1
3271,Águas de Lindóia,São Paulo,1,1
3272,Águas de Santa Bárbara,São Paulo,0,0
3273,Águas de São Pedro,São Paulo,1,1
3274,Agudos,São Paulo,1,1
3275,Alambari,São Paulo,0,0
3276,Alfredo Marcondes,São Paulo,0,0
3277,Altair,São Paulo,,1
3278,Altinópolis,São Paulo,0,0
3279,Alto Alegre,São Paulo,,1
3280,Alumínio,São Paulo,0,0
3281,Álvares Florence,São Paulo,1,1
3282,Álvares Machado,São Paulo,,0
3283,Álvaro de Carvalho,São Paulo,1,0
3284,Alvinlândia,São Paulo,0,0
3285,Americana,São Paulo,0,0
3286,Américo Brasiliense,São Paulo,0,0
3287,Américo de Campos,São Paulo,1,1
3288,Amparo,São Paulo,0,0
3289,Analândia,São Paulo,1,1
3290,Andradina,São Paulo,1,1
3291,Angatuba,São Paulo,,0
3292,Anhembi,São Paulo,0,0
3293,Anhumas,São Paulo,,1
3294,Aparecida,São Paulo,,0
3295,Aparecida d'Oeste,São Paulo,1,1
3296,Apiaí,São Paulo,1,1
3297,Araçariguama,São Paulo,1,1
3298,Araçatuba,São Paulo,0,0
3299,Araçoiaba da Serra,São Paulo,,1
3300,Aramina,São Paulo,0,0
3301,Arandu,São Paulo,1,1
3302,Arapeí,São Paulo,0,0
3303,Araraquara,São Paulo,1,0
3304,Araras,São Paulo,,0
3305,Arco-Íris,São Paulo,1,1
3306,Arealva,São Paulo,1,1
3307,Areias,São Paulo,1,1
3308,Areiópolis,São Paulo,1,1
3309,Ariranha,São Paulo,0,0
3310,Artur Nogueira,São Paulo,1,1
3311,Arujá,São Paulo,1,1
3312,Aspásia,São Paulo,1,0
3313,Assis,São Paulo,1,1
3314,Atibaia,São Paulo,0,0
3315,Auriflama,São Paulo,0,0
3316,Avaí,São Paulo,1,1
3317,Avanhandava,São Paulo,0,0
3318,Avaré,São Paulo,1,1
3319,Bady Bassitt,São Paulo,0,0
3320,Balbinos,São Paulo,1,0
3321,Bálsamo,São Paulo,1,1
3322,Bananal,São Paulo,,0
3323,Barão de Antonina,São Paulo,1,1
3324,Barbosa,São Paulo,1,1
3325,Bariri,São Paulo,1,1
3326,Barra Bonita,São Paulo,1,1
3327,Barra do Chapéu,São Paulo,1,1
3328,Barra do Turvo,São Paulo,1,1
3329,Barretos,São Paulo,1,1
3330,Barrinha,São Paulo,1,1
3331,Barueri,São Paulo,0,0
3332,Bastos,São Paulo,0,0
3333,Batatais,São Paulo,1,1
3334,Bauru,São Paulo,0,0
3335,Bebedouro,São Paulo,1,1
3336,Bento de Abreu,São Paulo,0,0
3337,Bernardino de Campos,São Paulo,,0
3338,Bertioga,São Paulo,0,0
3339,Bilac,São Paulo,1,1
3340,Birigui,São Paulo,1,1
3341,Biritiba Mirim,São Paulo,1,1
3342,Boa Esperança do Sul,São Paulo,0,1
3343,Bocaina,São Paulo,0,0
3344,Bofete,São Paulo,0,0
3345,Boituva,São Paulo,1,1
3346,Bom Jesus dos Perdões,São Paulo,0,0
3347,Bom Sucesso de Itararé,São Paulo,1,1
3348,Borá,São Paulo,,0
3349,Boracéia,São Paulo,,0
3350,Borborema,São Paulo,0,1
3351,Borebi,São Paulo,1,1
3352,Botucatu,São Paulo,1,1
3353,Bragança Paulista,São Paulo,0,0
3354,Braúna,São Paulo,0,0
3355,Brejo Alegre,São Paulo,,1
3356,Brodowski,São Paulo,1,1
3357,Brotas,São Paulo,0,0
3358,Buri,São Paulo,0,0
3359,Buritama,São Paulo,0,0
3360,Buritizal,São Paulo,1,1
3361,Cabrália Paulista,São Paulo,1,1
3362,Cabreúva,São Paulo,0,0
3363,Caçapava,São Paulo,1,1
3364,Cachoeira Paulista,São Paulo,,1
3365,Caconde,São Paulo,1,1
3366,Cafelândia,São Paulo,1,1
3367,Caiabu,São Paulo,,0
3368,Caieiras,São Paulo,1,1
3369,Caiuá,São Paulo,1,1
3370,Cajamar,São Paulo,0,0
3371,Cajati,São Paulo,0,0
3372,Cajobi,São Paulo,1,1
3373,Cajuru,São Paulo,0,0
3374,Campina do Monte Alegre,São Paulo,1,1
3375,Campinas,São Paulo,1,1
3376,Campo Limpo Paulista,São Paulo,1,1
3377,Campos do Jordão,São Paulo,0,0
3378,Campos Novos Paulista,São Paulo,0,0
3379,Cananéia,São Paulo,,1
3380,Canas,São Paulo,,1
3381,Cândido Mota,São Paulo,0,0
3382,Cândido Rodrigues,São Paulo,1,1
3383,Canitar,São Paulo,,0
3384,Capão Bonito,São Paulo,0,0
3385,Capela do Alto,São Paulo,0,0
3386,Capivari,São Paulo,1,1
3387,Caraguatatuba,São Paulo,0,0
3388,Carapicuíba,São Paulo,1,1
3389,Cardoso,São Paulo,1,1
3390,Casa Branca,São Paulo,1,1
3391,Cássia dos Coqueiros,São Paulo,0,0
3392,Castilho,São Paulo,0,0
3393,Catanduva,São Paulo,0,0
3394,Catiguá,São Paulo,1,1
3395,Cedral,São Paulo,1,1
3396,Cerqueira César,São Paulo,1,1
3397,Cerquilho,São Paulo,0,0
3398,Cesário Lange,São Paulo,1,1
3399,Charqueada,São Paulo,0,0
3400,Clementina,São Paulo,,1
3401,Colina,São Paulo,1,1
3402,Colômbia,São Paulo,1,1
3403,Conchal,São Paulo,1,1
3404,Conchas,São Paulo,0,0
3405,Cordeirópolis,São Paulo,1,1
3406,Coroados,São Paulo,,0
3407,Coronel Macedo,São Paulo,0,0
3408,Corumbataí,São Paulo,1,1
3409,Cosmópolis,São Paulo,1,1
3410,Cosmorama,São Paulo,0,0
3411,Cotia,São Paulo,0,0
3412,Cravinhos,São Paulo,0,1
3413,Cristais Paulista,São Paulo,1,1
3414,Cruzália,São Paulo,0,0
3415,Cruzeiro,São Paulo,,0
3416,Cubatão,São Paulo,0,0
3417,Cunha,São Paulo,,0
3418,Descalvado,São Paulo,0,0
3419,Diadema,São Paulo,1,1
3420,Dirce Reis,São Paulo,0,0
3421,Divinolândia,São Paulo,1,1
3422,Dobrada,São Paulo,0,0
3423,Dois Córregos,São Paulo,0,0
3424,Dolcinópolis,São Paulo,1,1
3425,Dourado,São Paulo,1,1
3426,Dracena,São Paulo,1,1
3427,Duartina,São Paulo,1,1
3428,Dumont,São Paulo,0,0
3429,Echaporã,São Paulo,0,0
3430,Eldorado,São Paulo,0,0
3431,Elias Fausto,São Paulo,0,0
3432,Elisiário,São Paulo,1,1
3433,Embaúba,São Paulo,1,1
3434,Embu das Artes,São Paulo,1,0
3435,Embu-Guaçu,São Paulo,1,1
3436,Emilianópolis,São Paulo,0,0
3437,Engenheiro Coelho,São Paulo,1,1
3438,Espírito Santo do Pinhal,São Paulo,1,1
3439,Espírito Santo do Turvo,São Paulo,0,0
3440,Estrela d'Oeste,São Paulo,0,0
3441,Estrela do Norte,São Paulo,1,1
3442,Euclides da Cunha Paulista,São Paulo,1,1
3443,Fartura,São Paulo,0,0
3444,Fernandópolis,São Paulo,0,0
3445,Fernando Prestes,São Paulo,1,1
3446,Fernão,São Paulo,0,0
3447,Ferraz de Vasconcelos,São Paulo,0,0
3448,Flora Rica,São Paulo,1,1
3449,Floreal,São Paulo,1,1
3450,Flórida Paulista,São Paulo,1,1
3451,Florínea,São Paulo,1,1
3452,Franca,São Paulo,0,0
3453,Francisco Morato,São Paulo,0,0
3454,Franco da Rocha,São Paulo,0,0
3455,Gabriel Monteiro,São Paulo,1,0
3456,Gália,São Paulo,1,0
3457,Garça,São Paulo,0,0
3458,Gastão Vidigal,São Paulo,1,1
3459,Gavião Peixoto,São Paulo,0,0
3460,General Salgado,São Paulo,1,1
3461,Getulina,São Paulo,1,1
3462,Glicério,São Paulo,0,0
3463,Guaiçara,São Paulo,1,1
3464,Guaimbê,São Paulo,1,1
3465,Guaíra,São Paulo,0,0
3466,Guapiaçu,São Paulo,1,1
3467,Guapiara,São Paulo,1,1
3468,Guará,São Paulo,1,1
3469,Guaraçaí,São Paulo,0,0
3470,Guaraci,São Paulo,0,0
3471,Guarani d'Oeste,São Paulo,0,0
3472,Guarantã,São Paulo,0,0
3473,Guararapes,São Paulo,0,0
3474,Guararema,São Paulo,0,0
3475,Guaratinguetá,São Paulo,0,0
3476,Guareí,São Paulo,1,1
3477,Guariba,São Paulo,0,0
3478,Guarujá,São Paulo,1,1
3479,Guarulhos,São Paulo,1,1
3480,Guatapará,São Paulo,,1
3481,Guzolândia,São Paulo,0,0
3482,Herculândia,São Paulo,1,0
3483,Holambra,São Paulo,0,0
3484,Hortolândia,São Paulo,0,0
3485,Iacanga,São Paulo,0,0
3486,Iacri,São Paulo,0,0
3487,Iaras,São Paulo,0,0
3488,Ibaté,São Paulo,1,1
3489,Ibirá,São Paulo,1,1
3490,Ibirarema,São Paulo,1,1
3491,Ibitinga,São Paulo,0,0
3492,Ibiúna,São Paulo,1,1
3493,Icém,São Paulo,1,1
3494,Iepê,São Paulo,0,0
3495,Igaraçu do Tietê,São Paulo,1,1
3496,Igarapava,São Paulo,1,1
3497,Igaratá,São Paulo,1,1
3498,Iguape,São Paulo,1,1
3499,Ilhabela,São Paulo,0,0
3500,Ilha Comprida,São Paulo,1,1
3501,Ilha Solteira,São Paulo,1,1
3502,Indaiatuba,São Paulo,0,0
3503,Indiana,São Paulo,,1
3504,Indiaporã,São Paulo,0,0
3505,Inúbia Paulista,São Paulo,0,0
3506,Ipaussu,São Paulo,0,0
3507,Iperó,São Paulo,1,1
3508,Ipeúna,São Paulo,1,0
3509,Ipiguá,São Paulo,0,0
3510,Iporanga,São Paulo,1,1
3511,Ipuã,São Paulo,0,0
3512,Iracemápolis,São Paulo,1,1
3513,Irapuã,São Paulo,1,0
3514,Irapuru,São Paulo,1,1
3515,Itaberá,São Paulo,0,0
3516,Itaí,São Paulo,,0
3517,Itajobi,São Paulo,0,0
3518,Itaju,São Paulo,0,0
3519,Itanhaém,São Paulo,1,1
3520,Itaoca,São Paulo,1,1
3521,Itapecerica da Serra,São Paulo,1,1
3522,Itapetininga,São Paulo,1,1
3523,Itapeva,São Paulo,0,0
3524,Itapevi,São Paulo,0,0
3525,Itapira,São Paulo,0,0
3526,Itapirapuã Paulista,São Paulo,1,1
3527,Itápolis,São Paulo,1,1
3528,Itaporanga,São Paulo,0,0
3529,Itapuí,São Paulo,0,0
3530,Itapura,São Paulo,1,1
3531,Itaquaquecetuba,São Paulo,1,1
3532,Itararé,São Paulo,0,0
3533,Itariri,São Paulo,0,0
3534,Itatiba,São Paulo,1,1
