;Município;Região;UF;Reg_Metropolitana;Mun_Reg_Geog_Imediata;Mun_Reg_Geog_Intermediária;Tipo_Conc_Urbana;Hierarquia_Urbana;Hier_Urbana_princ_categ;Região_rural;Amazônia_Legal;Semiárido;Cid_Região_São_Paulo;PIB_PERC;VAB_Indústria/Total;VAB_Serviço/Total;VAB_Adm/Total;VAB_Agricultura/Total;CLASS_CAPAG_real;CLASS_CAPAG_predito
3269;Aguaí;Sudeste;São Paulo;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Grande Metrópole Nacional;Não;Não;Não;28041;0,354809385;0,408110858;0,144549755;0,092527743;1;0
3270;Águas da Prata;Sudeste;São Paulo;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Grande Metrópole Nacional;Não;Não;Não;20683;0,125574869;0,596500117;0,213058955;0,064853067;1;0
3271;Águas de Lindóia;Sudeste;São Paulo;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Grande Metrópole Nacional;Não;Não;Não;26427;0,082607583;0,711931745;0,194810022;0,010646276;0;0
3272;Águas de Santa Bárbara;Sudeste;São Paulo;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Não;Não;Não;27620;0,061660981;0,405345759;0,214952741;0,318027908;0;0
3273;Águas de São Pedro;Sudeste;São Paulo;Sim;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Grande Metrópole Nacional;Não;Não;Não;40220;0,083502091;0,750998968;0,165483423;0;1;1
3274;Agudos;Sudeste;São Paulo;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Não;Não;Não;59513;0,493635513;0,37142395;0,094184727;0,040755278;0;1
3275;Alambari;Sudeste;São Paulo;Sim;do Entorno;do Entorno;Média concentração urbana;Centro Local;Centro Local;Região Rural de Grande Metrópole Nacional;Não;Não;Não;16981;0,077173437;0,333614988;0,266101271;0,323089441;0;0
3276;Alfredo Marcondes;Sudeste;São Paulo;Não;do Entorno;do Entorno;Média concentração urbana;Centro Local;Centro Local;Região Rural de Capital Regional;Não;Não;Não;20104;0,20089194;0,426649649;0,298638617;0,073790453;;0
3277;Altair;Sudeste;São Paulo;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Não;Não;Não;25842;0,051936338;0,253280573;0,21044158;0,484322112;;0
3278;Altinópolis;Sudeste;São Paulo;Sim;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Não;Não;Não;30792;0,039762625;0,501908921;0,14301897;0,315307354;1;0
3279;Alto Alegre;Sudeste;São Paulo;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Não;Não;Não;26207;0,100538972;0,350598199;0,223949696;0,324903261;;1
3280;Alumínio;Sudeste;São Paulo;Sim;do Entorno;do Entorno;Grande concentração urbana;Integrante de Metrópole;Metrópole;Região Rural de Grande Metrópole Nacional;Não;Não;Sim;113887;0,657135104;0,285297788;0,056985043;0,000580776;1;1
3281;Álvares Florence;Sudeste;São Paulo;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Não;Não;Não;32245;0,041344929;0,244384016;0,177599343;0,53665461;;1
3282;Álvares Machado;Sudeste;São Paulo;Não;do Entorno;do Entorno;Média concentração urbana;Centro Local;Centro Local;Região Rural de Capital Regional;Não;Não;Não;21374;0,213783123;0,543236178;0,208830569;0,034148008;;0
3283;Álvaro de Carvalho;Sudeste;São Paulo;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Não;Não;Não;9632;0,054291591;0,380560577;0,433626296;0,131479981;;0
3284;Alvinlândia;Sudeste;São Paulo;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Não;Não;Não;16190;0,073620473;0,319485813;0,322287976;0,284586142;1;0
3285;Americana;Sudeste;São Paulo;Sim;do Entorno;do Entorno;Média concentração urbana;Integrante de Capital Regional A;Capital Regional;Região Rural de Grande Metrópole Nacional;Não;Não;Sim;47793;0,291462864;0,606279357;0,101349634;0,000908042;;1
3286;Américo Brasiliense;Sudeste;São Paulo;Não;do Entorno;do Entorno;Média concentração urbana;Centro Local;Centro Local;Região Rural de Capital Regional;Não;Não;Não;24008;0,349131603;0,45912363;0,172483555;0,019260064;0;0
3287;Américo de Campos;Sudeste;São Paulo;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Não;Não;Não;19767;0,039366915;0,356407278;0,238009556;0,366198782;0;0
3288;Amparo;Sudeste;São Paulo;Não;Polo;do Entorno;;Centro de Zona A;Centro de Zona;Região Rural de Grande Metrópole Nacional;Não;Não;Não;64804;0,49237834;0,411432235;0,076730486;0,019458684;0;1
3289;Analândia;Sudeste;São Paulo;Sim;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Não;Não;Não;37298;0,335942673;0,303968441;0,176374533;0,183708742;0;1
3290;Andradina;Sudeste;São Paulo;Não;Polo;do Entorno;;Centro Subregional B;Centro Subregional;Região Rural de Capital Regional;Não;Não;Não;33661;0,229226526;0,580178099;0,134227605;0,056366642;0;0
3291;Angatuba;Sudeste;São Paulo;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Grande Metrópole Nacional;Não;Não;Não;40386;0,326952353;0,410048139;0,113060607;0,149937828;1;1
3292;Anhembi;Sudeste;São Paulo;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Grande Metrópole Nacional;Não;Não;Não;27144;0,144931142;0,241731281;0,18679551;0,426536281;0;1
3293;Anhumas;Sudeste;São Paulo;Não;do Entorno;do Entorno;Média concentração urbana;Centro Local;Centro Local;Região Rural de Capital Regional;Não;Não;Não;18317;0,079764602;0,29562911;0,276882909;0,347709565;;0
3294;Aparecida;Sudeste;São Paulo;Sim;do Entorno;do Entorno;Média concentração urbana;Centro de Zona B;Centro de Zona;Região Rural de Capital Regional;Não;Não;Não;29969;0,041890359;0,814798679;0,141841942;0,001467079;;1
3295;Aparecida d'Oeste;Sudeste;São Paulo;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Não;Não;Não;30365;0,284699657;0,329281905;0,170399768;0,215602133;;0
3296;Apiaí;Sudeste;São Paulo;Não;do Entorno;do Entorno;;Centro de Zona B;Centro de Zona;Região Rural de Metrópole;Não;Não;Não;24247;0,250909519;0,382178863;0,170830241;0,196077757;0;1
3297;Araçariguama;Sudeste;São Paulo;Sim;do Entorno;do Entorno;;Integrante de Metrópole;Metrópole;Região Rural de Grande Metrópole Nacional;Não;Não;Sim;149668;0,334944779;0,621209926;0,043407229;0,000437695;0;0
3298;Araçatuba;Sudeste;São Paulo;Não;Polo;Polo;Média concentração urbana;Capital Regional C;Capital Regional;Região Rural de Capital Regional;Não;Não;Não;37521;0,170771519;0,711656941;0,101354201;0,016217041;0;0
3299;Araçoiaba da Serra;Sudeste;São Paulo;Sim;do Entorno;do Entorno;Grande concentração urbana;Integrante de Capital Regional C;Capital Regional;Região Rural de Grande Metrópole Nacional;Não;Não;Sim;25731;0,294345072;0,5074032;0,171044406;0,027206038;1;0
3300;Aramina;Sudeste;São Paulo;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Não;Não;Não;22669;0,042429172;0,527568795;0,195413108;0,234580453;0;0
3301;Arandu;Sudeste;São Paulo;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Não;Não;Não;18522;0,053611515;0,33991813;0,25958889;0,346872662;0;0
3302;Arapeí;Sudeste;São Paulo;Sim;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Não;Não;Não;12390;0,054769604;0,402687955;0,483596066;0,058946376;;0
3303;Araraquara;Sudeste;São Paulo;Não;Polo;Polo;Média concentração urbana;Capital Regional C;Capital Regional;Região Rural de Capital Regional;Não;Não;Não;40253;0,201883318;0,667305498;0,11971678;0,011094284;0;1
3304;Araras;Sudeste;São Paulo;Sim;Polo;do Entorno;Média concentração urbana;Centro Subregional B;Centro Subregional;Região Rural de Grande Metrópole Nacional;Não;Não;Não;41863;0,27681207;0,590287929;0,112143231;0,020756163;;1
3305;Arco-Íris;Sudeste;São Paulo;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Não;Não;Não;29273;0,113479988;0,211377071;0,250973932;0,424149627;;1
3306;Arealva;Sudeste;São Paulo;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Não;Não;Não;27135;0,066896167;0,459899628;0,159691787;0,313498592;;1
3307;Areias;Sudeste;São Paulo;Sim;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Não;Não;Não;11126;0,030677358;0,366779841;0,485492066;0,117002577;0;0
3308;Areiópolis;Sudeste;São Paulo;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Não;Não;Não;12884;0,08289089;0,421494756;0,308348001;0,187251807;0;0
3309;Ariranha;Sudeste;São Paulo;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Não;Não;Não;76108;0,338526326;0,551409226;0,072815857;0,037246837;0;1
3310;Artur Nogueira;Sudeste;São Paulo;Sim;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Grande Metrópole Nacional;Não;Não;Não;22156;0,187144426;0,52057119;0,184403053;0,107879436;0;0
3311;Arujá;Sudeste;São Paulo;Sim;do Entorno;do Entorno;Grande concentração urbana;Integrante de Metrópole;Metrópole;Região Rural de Grande Metrópole Nacional;Não;Não;Sim;69588;0,183462264;0,740625012;0,071182934;0,004729596;0;0
3312;Aspásia;Sudeste;São Paulo;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Não;Não;Não;19290;0,052373302;0,288243026;0,342281291;0,317043961;;0
3313;Assis;Sudeste;São Paulo;Não;Polo;do Entorno;;Centro Subregional B;Centro Subregional;Região Rural de Capital Regional;Não;Não;Não;32443;0,179770546;0,674290922;0,130647125;0,015291077;0;0
3314;Atibaia;Sudeste;São Paulo;Não;do Entorno;do Entorno;Média concentração urbana;Integrante de Metrópole;Metrópole;Região Rural de Grande Metrópole Nacional;Não;Não;Não;50498;0,304954974;0,569050599;0,098820114;0,027174146;1;1
3315;Auriflama;Sudeste;São Paulo;Não;do Entorno;do Entorno;;Centro de Zona B;Centro de Zona;Região Rural de Capital Regional;Não;Não;Não;20155;0,132567723;0,57161108;0,214678753;0,081135501;0;0
3316;Avaí;Sudeste;São Paulo;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Não;Não;Não;50644;0,03819986;0,236708597;0,101857438;0,623230311;0;1
3317;Avanhandava;Sudeste;São Paulo;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Não;Não;Não;23782;0,342083436;0,360628599;0,178812879;0,1184717;1;1
3318;Avaré;Sudeste;São Paulo;Não;Polo;do Entorno;;Centro Subregional B;Centro Subregional;Região Rural de Capital Regional;Não;Não;Não;30391;0,192701593;0,61198736;0,147581635;0,047728614;0;0
3319;Bady Bassitt;Sudeste;São Paulo;Não;do Entorno;do Entorno;Média concentração urbana;Integrante de Capital Regional B;Capital Regional;Região Rural de Capital Regional;Não;Não;Não;20504;0,111698104;0,63127831;0,22083965;0,036180849;1;0
3320;Balbinos;Sudeste;São Paulo;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Não;Não;Não;10405;0,095519122;0,221496735;0,41915405;0,263794217;0;0
3321;Bálsamo;Sudeste;São Paulo;Não;do Entorno;do Entorno;Média concentração urbana;Centro Local;Centro Local;Região Rural de Capital Regional;Não;Não;Não;22575;0,13640551;0,526447715;0,194008827;0,143132592;0;0
3322;Bananal;Sudeste;São Paulo;Sim;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Não;Não;Não;16937;0,188912946;0,503915652;0,26828552;0,038874365;;0
3323;Barão de Antonina;Sudeste;São Paulo;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Não;Não;Não;15482;0,048286785;0,338818712;0,341155792;0,271700081;;0
3324;Barbosa;Sudeste;São Paulo;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Não;Não;Não;12939;0,07924868;0,433644737;0,314678406;0,1724172;;0
3325;Bariri;Sudeste;São Paulo;Não;do Entorno;do Entorno;;Centro de Zona B;Centro de Zona;Região Rural de Capital Regional;Não;Não;Não;33185;0,273465252;0,536159379;0,138324442;0,052048023;0;0
3326;Barra Bonita;Sudeste;São Paulo;Não;do Entorno;do Entorno;;Centro de Zona B;Centro de Zona;Região Rural de Capital Regional;Não;Não;Não;35500;0,314922291;0,543767947;0,127322063;0,013986844;0;0
3327;Barra do Chapéu;Sudeste;São Paulo;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Metrópole;Não;Não;Não;14278;0,043157333;0,236584002;0,306916353;0,413329607;;0
3328;Barra do Turvo;Sudeste;São Paulo;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Metrópole;Não;Não;Não;11840;0,058054287;0,47759486;0,424666516;0,039660496;0;0
3329;Barretos;Sudeste;São Paulo;Não;Polo;do Entorno;Média concentração urbana;Centro Subregional A;Centro Subregional;Região Rural de Capital Regional;Não;Não;Não;40046;0,267983702;0,572219871;0,117112072;0,042683906;0;0
3330;Barrinha;Sudeste;São Paulo;Sim;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Não;Não;Não;15960;0,172727781;0,525573532;0,255146923;0,046549692;0;0
3331;Barueri;Sudeste;São Paulo;Sim;do Entorno;do Entorno;Grande concentração urbana;Integrante de Metrópole;Metrópole;Região Rural de Grande Metrópole Nacional;Não;Não;Sim;186382;0,124187289;0,825180504;0,050623425;8,75439E-06;1;1
3332;Bastos;Sudeste;São Paulo;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Não;Não;Não;45791;0,11931223;0,310994786;0,093857368;0,475833413;1;1
3333;Batatais;Sudeste;São Paulo;Sim;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Não;Não;Não;25636;0,152440071;0,59441567;0,165178492;0,087964394;0;0
3334;Bauru;Sudeste;São Paulo;Não;Polo;Polo;Média concentração urbana;Capital Regional C;Capital Regional;Região Rural de Capital Regional;Não;Não;Não;39121;0,198844333;0,68991513;0,107709812;0,003530574;1;1
3335;Bebedouro;Sudeste;São Paulo;Não;do Entorno;do Entorno;;Centro de Zona A;Centro de Zona;Região Rural de Capital Regional;Não;Não;Não;43191;0,154968852;0,697460922;0,114929696;0,032639843;0;1
3336;Bento de Abreu;Sudeste;São Paulo;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Não;Não;Não;56699;0,39481322;0,263889697;0,119734197;0,221549958;;1
3337;Bernardino de Campos;Sudeste;São Paulo;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Não;Não;Não;19777;0,196086377;0,462941174;0,217651338;0,123316229;;0
3338;Bertioga;Sudeste;São Paulo;Sim;do Entorno;do Entorno;;Integrante de Capital Regional C;Capital Regional;Região Rural de Grande Metrópole Nacional;Não;Não;Não;27384;0,111330548;0,65216688;0,232943926;0,003557391;1;1
3339;Bilac;Sudeste;São Paulo;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Não;Não;Não;24284;0,045611824;0,468660543;0,176140839;0,30957593;1;1
3340;Birigui;Sudeste;São Paulo;Não;Polo;do Entorno;Média concentração urbana;Centro de Zona A;Centro de Zona;Região Rural de Capital Regional;Não;Não;Não;27268;0,208575684;0,617316746;0,156776854;0,017330385;0;0
3341;Biritiba Mirim;Sudeste;São Paulo;Sim;do Entorno;do Entorno;Grande concentração urbana;Centro Local;Centro Local;Região Rural de Grande Metrópole Nacional;Não;Não;Sim;21320;0,059629552;0,344017689;0,173286901;0,423062845;;0
3342;Boa Esperança do Sul;Sudeste;São Paulo;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Não;Não;Não;20877;0,072189361;0,416231842;0,216704767;0,294867195;1;0
3343;Bocaina;Sudeste;São Paulo;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Não;Não;Não;17819;0,130884354;0,451497835;0,250483612;0,167129252;0;0
3344;Bofete;Sudeste;São Paulo;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Grande Metrópole Nacional;Não;Não;Não;16223;0,154842492;0,387985503;0,266769624;0,190396744;1;0
3345;Boituva;Sudeste;São Paulo;Sim;do Entorno;do Entorno;;Integrante de Capital Regional C;Capital Regional;Região Rural de Grande Metrópole Nacional;Não;Não;Não;39829;0,352503591;0,506490022;0,130915197;0,01009119;0;1
3346;Bom Jesus dos Perdões;Sudeste;São Paulo;Não;do Entorno;do Entorno;Média concentração urbana;Integrante de Metrópole;Metrópole;Região Rural de Grande Metrópole Nacional;Não;Não;Não;36485;0,400488268;0,460885644;0,128286519;0,010338278;1;1
3347;Bom Sucesso de Itararé;Sudeste;São Paulo;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Metrópole;Não;Não;Não;15972;0,237391391;0,351043643;0,315123673;0,096424648;0;0
3348;Borá;Sudeste;São Paulo;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Não;Não;Não;84796;0,408875604;0,271280754;0,127707519;0,192136123;;1
3349;Boracéia;Sudeste;São Paulo;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Não;Não;Não;80228;0,551566451;0,328192663;0,066806587;0,053431412;;1
3350;Borborema;Sudeste;São Paulo;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Não;Não;Não;23374;0,077505129;0,494752887;0,192693806;0,235045296;1;1
3351;Borebi;Sudeste;São Paulo;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Não;Não;Não;24905;0,045708498;0,345378508;0,276194988;0,332685333;1;1
3352;Botucatu;Sudeste;São Paulo;Não;Polo;do Entorno;Média concentração urbana;Centro Subregional A;Centro Subregional;Região Rural de Capital Regional;Não;Não;Não;31925;0,258808414;0,581636517;0,111820972;0,04773386;1;0
3353;Bragança Paulista;Sudeste;São Paulo;Não;Polo;do Entorno;Média concentração urbana;Centro Subregional B;Centro Subregional;Região Rural de Grande Metrópole Nacional;Não;Não;Não;37813;0,289656573;0,589867214;0,112320017;0,008156195;1;0
3354;Braúna;Sudeste;São Paulo;Não;do Entorno;do Entorno;Média concentração urbana;Centro Local;Centro Local;Região Rural de Capital Regional;Não;Não;Não;17435;0,08798372;0,400012719;0,273098244;0,238894718;1;0
3355;Brejo Alegre;Sudeste;São Paulo;Não;do Entorno;do Entorno;Média concentração urbana;Centro Local;Centro Local;Região Rural de Capital Regional;Não;Não;Não;29271;0,273433481;0,355592139;0,246643173;0,124318346;;0
3356;Brodowski;Sudeste;São Paulo;Sim;do Entorno;do Entorno;Média concentração urbana;Centro Local;Centro Local;Região Rural de Capital Regional;Não;Não;Não;27203;0,261691322;0,495445068;0,172296036;0,070562618;0;0
3357;Brotas;Sudeste;São Paulo;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Não;Não;Não;27225;0,112126884;0,558946033;0,179002335;0,149921414;1;1
